	term	domain	category	sense	AR	DC	en	es	fr	id	vrefs
8133	πανοπλία	RE	?		False	True	almighty	corona	oiseau		['JDT 14:3', 'WIS 5:17', 'SIR 46:6', '1MA 13:29', '1MA 13:29', '2MA 3:25', '2MA 10:30', '2MA 11:8', '2MA 15:28']
8134	παντοκράτωρ	MI	?		False	True	proverb	impuestos reales	baliste		['JDT 4:13', 'JDT 8:13', 'JDT 15:10', 'JDT 16:5', 'JDT 16:17', 'WIS 7:25', 'SIR 42:17', 'SIR 50:14', 'SIR 50:17', 'BAR 3:1', 'BAR 3:4', '2MA 1:25', '2MA 3:30', '2MA 5:20', '2MA 6:26', '2MA 7:35', '2MA 7:38', '2MA 8:11', '2MA 8:18', '2MA 8:24', '2MA 15:8', '2MA 15:32', '3MA 2:2', '3MA 2:8', '3MA 5:7', '3MA 6:2', '3MA 6:18', '3MA 6:28', '1ES 9:46']
8135	παραβολή	MI	?		False	True	to invite to	corona	chaîne		['TOB 3:4', 'WIS 5:4', 'SIR 1:25', 'SIR 3:29', 'SIR 13:26', 'SIR 20:20', 'SIR 38:34', 'SIR 39:2', 'SIR 39:3', 'SIR 47:15', 'SIR 47:17']
8136	παρακαλέω	MI	?		False	True	garden	corona	hache		['JDT 6:20', 'ESG 5:1', 'ESG 5:1a', 'SIR 1:1', 'SIR 17:24', 'SIR 30:23', 'SIR 35:17', 'SIR 38:17', 'SIR 38:23', 'SIR 48:24', 'SIR 49:10', 'BAR 4:30', '1MA 5:53', '1MA 9:35', '1MA 12:50', '1MA 13:3', '2MA 2:3', '2MA 4:34', '2MA 6:12', '2MA 6:21', '2MA 7:5', '2MA 7:6', '2MA 7:6', '2MA 7:21', '2MA 8:16', '2MA 9:26', '2MA 11:15', '2MA 11:32', '2MA 12:3', '2MA 12:42', '2MA 13:3', '2MA 13:12', '2MA 13:14', '2MA 13:23', '2MA 14:25', '2MA 15:8', '2MA 15:17', '3MA 1:4', '3MA 1:6', '3MA 3:8', '3MA 5:36', '4MA 4:11', '4MA 8:5', '4MA 8:17', '4MA 10:1', '4MA 12:6', '4MA 16:24']
8137	παράδεισος	FL	?		False	True	exhortation	pilar sagrado	Perse		['SIR 24:30', 'SIR 40:17', 'SIR 40:27', 'SUS 1:4', 'SUS 1:7', 'SUS 1:15', 'SUS 1:17', 'SUS 1:18', 'SUS 1:20', 'SUS 1:25', 'SUS 1:26', 'SUS 1:36', 'SUS 1:36', 'SUS 1:38']
8138	παράκλησις	MI	?		False	True	encampment	vestidura	type de chapeau		['1MA 10:24', '1MA 12:9', '2MA 7:24', '2MA 15:11']
8139	παρεμβολή	MI	?		False	True	virgin	manta	besace		['JDT 6:11', 'JDT 7:7', 'JDT 7:12', 'JDT 7:17', 'JDT 7:20', 'JDT 7:32', 'JDT 10:18', 'JDT 12:7', 'JDT 12:7', 'JDT 13:10', 'JDT 14:3', 'JDT 14:19', 'JDT 15:5', 'JDT 15:6', 'JDT 15:11', 'JDT 16:2', 'WIS 19:7', 'SIR 43:8', 'SIR 48:21', '1MA 3:3', '1MA 3:15', '1MA 3:17', '1MA 3:23', '1MA 3:27', '1MA 3:41', '1MA 3:57', '1MA 4:1', '1MA 4:2', '1MA 4:4', '1MA 4:5', '1MA 4:7', '1MA 4:10', '1MA 4:13', '1MA 4:20', '1MA 4:21', '1MA 4:23', '1MA 4:30', '1MA 4:30', '1MA 4:31', '1MA 4:34', '1MA 4:37', '1MA 5:28', '1MA 5:34', '1MA 5:37', '1MA 5:38', '1MA 5:40', '1MA 5:45', '1MA 5:49', '1MA 6:5', '1MA 6:6', '1MA 6:32', '1MA 6:33', '1MA 6:38', '1MA 6:40', '1MA 6:41', '1MA 6:42', '1MA 6:42', '1MA 6:48', '1MA 7:35', '1MA 7:38', '1MA 7:42', '1MA 7:43', '1MA 7:43', '1MA 7:44', '1MA 9:6', '1MA 9:7', '1MA 9:11', '1MA 9:13', '1MA 9:14', '1MA 10:49', '1MA 10:53', '1MA 10:78', '1MA 10:80', '1MA 11:67', '1MA 11:68', '1MA 11:73', '1MA 12:26', '1MA 12:27', '1MA 12:28', '1MA 13:20', '1MA 13:43', '1MA 14:3', '1MA 16:8', '2MA 13:15', '2MA 13:16', '2MA 15:22']
8140	παρθένος	BE	person		False	True	room	flota	croire		['JDT 9:2', 'JDT 16:4', 'ESG 2:17', 'SIR 9:5', 'SIR 30:20', 'LJE 1:8', '1MA 1:26', '2MA 3:19', '2MA 5:13', '3MA 1:18', '4MA 18:7', '1ES 1:50']
8141	παστοφόριον	RE	?		False	True	bridal chamber	instrumento de tortura	fidèle		['1MA 4:38', '1MA 4:57', '1ES 8:58', '1ES 9:1']
8142	παστός	RE	?		False	True	Pachon	instrumento de tortura	fidélité		['1MA 1:27', '3MA 1:19', '3MA 4:6']
8143	Παχων	PN	calendar		False	True	leopard	gorrión	large		['3MA 6:38']
8144	πάρδαλις	FA	mammals		False	True	tent peg	cama	large		['SIR 28:23']
8145	πάσσαλος	RE	?		False	True	Passover	pilar	balance		['SIR 14:24', 'SIR 26:12', 'SIR 27:2']
8146	πάσχα	RI	festivals	1	False	True	Passover lamb	Subaí	accomplir		['1ES 1:1', '1ES 1:6', '1ES 1:8', '1ES 1:9', '1ES 1:13', '1ES 1:16', '1ES 1:17', '1ES 1:18', '1ES 1:19', '1ES 1:20', '1ES 7:10']
8147	πάσχα	FA	mammals	2	False	True	Patroclus	pasar a cuchillo	brique		['1ES 1:1', '1ES 1:6', '1ES 7:12']
8148	Πάτροκλος	PN	person		False	True	Bedeiah	pegar	bateau		['2MA 8:9']
8149	Πεδιας	PN	person		False	True	test	Simeón	souffle		['1ES 9:34']
8150	πειρασμός	MI	?		False	True	to put to the test	simpático	esprit		['SIR 2:1', 'SIR 6:7', 'SIR 27:5', 'SIR 27:7', 'SIR 33:1', 'SIR 44:20', '1MA 2:52']
8151	πειράζω	MI	?		False	True	to persuade	conciencia interna	souffle		['TOB 12:13', 'JDT 8:12', 'JDT 8:25', 'JDT 8:26', 'WIS 1:2', 'WIS 2:17', 'WIS 2:24', 'WIS 3:5', 'WIS 11:9', 'WIS 12:26', 'WIS 19:5', 'SIR 4:17', 'SIR 13:11', 'SIR 18:23', 'SIR 37:27', 'SIR 39:4', '2MA 2:23', '2MA 11:19', '4MA 9:7', '4MA 15:16']
8152	πείθω	MI	?		False	True	Five Cities	perforar a través	éphod		['TOB 10:7', 'JDT 2:5', 'JDT 7:10', 'JDT 12:11', 'ESG 4:4', 'WIS 3:9', 'WIS 13:7', 'WIS 14:29', 'WIS 16:8', 'WIS 16:24', 'SIR 4:15', 'SIR 32:24', 'BAR 3:17', 'SUS 1:35', '1MA 9:58', '1MA 10:71', '1MA 10:77', '2MA 4:34', '2MA 4:34', '2MA 4:45', '2MA 7:26', '2MA 7:40', '2MA 8:18', '2MA 8:18', '2MA 9:27', '2MA 10:20', '2MA 10:34', '2MA 11:14', '2MA 11:14', '2MA 12:14', '2MA 15:7', '3MA 1:11', '3MA 2:4', '3MA 3:24', '4MA 2:6', '4MA 5:16', '4MA 6:4', '4MA 8:12', '4MA 8:17', '4MA 8:26', '4MA 9:18', '4MA 10:13', '4MA 12:4', '4MA 12:5', '4MA 15:10', '4MA 16:24', '4MA 18:1']
8153	Πεντάπολις	PN	settlement		False	True	courtyard	Arameo	un artiste brodeur		['WIS 10:6']
8154	περιβολή	RE	?		False	True	helmet	Siria	troupeau		['SIR 50:11']
8155	περικεφαλαία	RE	?		False	True	to walk up and down	Siquem	régler leur vie		['1MA 6:35']
8156	περιπατέω	MI	?		False	True	undergarment	hondero	immoralité sexuelle		['ESG 2:11', 'SIR 9:13', 'SIR 10:27', 'SIR 13:13', 'SIR 24:5', 'SIR 38:32', 'SUS 1:7', 'SUS 1:8', 'SUS 1:36']
8157	περισκελής	RE	?		False	True	robe	honda	tissu de pourpre violette		['SIR 45:8']
8158	περιστολή	RE	?		False	True	to circumcise	avispa	tissu de pourpre violette		['SIR 45:7']
8159	περιτέμνω	MI	?		False	True	Perseus	sellar	Posidonius		['JDT 14:10', 'ESG 8:12e', '1MA 1:60', '1MA 1:61', '1MA 2:46', '2MA 6:10', '4MA 4:25', '4MA 9:21']
8160	Περσέα	PN	person		False	True	Persepolis	sello	coupe		['1MA 8:5']
8161	Περσέπολις	PN	settlement		False	True	Persian	martillo	agrafe		['2MA 9:2']
8162	Περσής	PN	group		False	True	Persia	balsa	anciens		['1ES 2:8', '1ES 2:12', '1ES 2:26']
8163	Περσική	PN	area		False	True	Persia	Chedía	prière		['2MA 1:19']
8164	Περσίς	PN	area		False	True	bird	flecha	prier		['JDT 1:7', '1MA 3:31', '1MA 6:1', '1MA 6:5', '1MA 6:56', '1MA 14:2', '2MA 1:13', '2MA 1:20', '2MA 9:1', '2MA 9:21', '1ES 3:1', '1ES 3:9', '1ES 3:14']
8165	πετεινόν	FA	birds		False	True	bird	cuerda	coussin		['SIR 22:20', 'SIR 27:9', 'SIR 27:19', 'SIR 43:14', 'SIR 43:18']
8166	πετεινός	FA	birds		False	True	catapult	Sobai	tente		['JDT 11:7', 'SIR 11:3', 'SIR 17:4', '4MA 14:15']
8167	πετροβόλος	RE	?		False	True	shackle	corporal	adorer		['WIS 5:22']
8168	πέδη	RE	?		False	True	axe	Sosípatro	offrir		['SIR 6:24', 'SIR 6:29', 'SIR 21:19', 'SIR 33:29', 'SIR 33:29', '1MA 3:41', '3MA 4:9', '3MA 6:19']
8169	πέλεκυς	RE	?		False	True	Persian	salvación	offrande		['LJE 1:13']
8170	Πέρσης	PN	group		False	True	headdress	seguridad	prophète		['JDT 16:10', 'ESG 1:1c', 'ESG 1:1o', 'ESG 1:1s', 'ESG 1:2', 'ESG 8:12', 'ESG 10:2', 'BEL 1:1', '1MA 1:1', '2MA 1:33', '4MA 18:5', '1ES 1:54', '1ES 2:1', '1ES 2:1', '1ES 2:2', '1ES 5:6', '1ES 5:53', '1ES 5:68', '1ES 7:5', '1ES 8:1', '1ES 8:77']
8171	πέτασος	RE	?		False	True	bag	salvador	brebis		['2MA 4:12']
8172	πήρα	RE	?		False	True	to trust	salvación	plan		['JDT 10:5', 'JDT 13:10', 'JDT 13:15']
8173	πιστεύω	MI	?		False	True	trustworthy	saludable	ce qui cause le trébuchement ou l'offense		['TOB 2:14', 'TOB 5:2', 'TOB 10:8', 'TOB 14:4', 'TOB 14:4', 'JDT 14:10', 'ESG 8:12', 'WIS 12:2', 'WIS 14:5', 'WIS 16:26', 'WIS 18:6', 'SIR 2:6', 'SIR 2:8', 'SIR 2:13', 'SIR 11:21', 'SIR 12:10', 'SIR 13:11', 'SIR 19:15', 'SIR 32:21', 'SIR 32:23', 'SIR 32:24', 'SIR 36:26', 'SUS 1:41', '1MA 2:59', '1MA 7:7', '1MA 8:16', '1MA 10:46', '2MA 3:12', '2MA 3:22', '2MA 3:22', '3MA 3:21', '4MA 4:7', '4MA 5:25', '4MA 7:19', '4MA 7:21', '4MA 8:7', '1ES 4:28']
8174	πιστός	MI	?		False	True	faith	Sóstrates	premier-né		['TOB 5:3', 'TOB 5:9', 'TOB 10:6', 'WIS 3:9', 'SIR 1:14', 'SIR 6:14', 'SIR 6:15', 'SIR 6:16', 'SIR 31:23', 'SIR 33:3', 'SIR 34:8', 'SIR 37:13', 'SIR 37:22', 'SIR 37:23', 'SIR 44:20', 'SIR 46:15', 'SIR 48:22', '1MA 2:52', '1MA 3:13', '1MA 7:8', '1MA 14:41', '2MA 1:2', '3MA 2:11', '4MA 7:15']
8175	πίστις	MI	?		False	True	open square	cuerpo	trébucher		['ESG 3:13', 'WIS 3:14', 'SIR 1:27', 'SIR 15:15', 'SIR 22:23', 'SIR 27:16', 'SIR 37:26', 'SIR 40:12', 'SIR 41:16', 'SIR 45:4', 'SIR 46:15', 'SIR 49:10', '1MA 10:27', '1MA 10:37', '1MA 14:35', '1MA 14:35', '3MA 3:3', '3MA 3:10', '3MA 5:31', '3MA 5:44', '3MA 6:25', '4MA 15:24', '4MA 16:22', '4MA 17:2']
8176	πλατεῖα	MI	?		False	True	wide	Tabaot	Ptolémaïs		['TOB 13:17', 'ESG 6:9', 'ESG 6:11']
8177	πλατύς	MI	?		False	True	balance scales	Tabeel	Ptolémaïs		['TOB 2:4', 'JDT 1:14', 'JDT 7:14', 'JDT 7:22', 'ESG 4:1', 'SIR 23:21', '1MA 1:55', '1MA 2:9', '1MA 14:9', '3MA 1:18']
8178	πλάστιγξ	RE	?		False	True	to fill	almacén	Ptolémée		['WIS 11:22', '2MA 9:8']
8179	πληρόω	MI	?		False	True	brick	Tarso	Ptolemaic		['TOB 14:5', 'JDT 2:8', 'JDT 2:8', 'JDT 6:4', 'JDT 10:5', 'WIS 1:7', 'WIS 4:13', 'WIS 18:16', 'SIR 26:2', 'SIR 33:17', 'SIR 39:12', 'SIR 45:15', 'BAR 5:7', '1MA 2:55', '1MA 3:49', '1MA 4:19', '2MA 3:30', '2MA 6:5', '2MA 7:21', '2MA 9:7', '2MA 10:30', '2MA 12:16', '2MA 13:16', '3MA 4:16', '3MA 5:10', '3MA 5:30', '3MA 6:19', '4MA 12:14']
8180	πλίνθος	RE	?		False	True	boat	toro	encensoir		['JDT 5:11']
8181	πλοῖον	RE	?		False	True	wind	Tafnes	lance-flammes		['WIS 14:1', 'SIR 33:2', '1MA 8:26', '1MA 8:28', '1MA 11:1', '1MA 13:29', '1MA 15:3', '1MA 15:14', '1MA 15:37', '3MA 4:7', '3MA 4:9']
8182	πνεῦμα	MI	?	1	False	True	spirit	talento	porte		['WIS 5:11', 'WIS 5:23', 'WIS 13:2', 'WIS 17:17', 'SIR 39:28', 'SIR 43:17', 'LJE 1:60']
8183	πνεῦμα	MI	?	2	False	True	breath	Tanis	le feu		['TOB 3:6', 'TOB 4:3', 'TOB 6:8', 'JDT 7:19', 'JDT 16:14', 'ESG 5:1', 'WIS 1:5', 'WIS 1:6', 'WIS 1:7', 'WIS 2:3', 'WIS 5:3', 'WIS 7:7', 'WIS 7:20', 'WIS 7:22', 'WIS 7:23', 'WIS 9:17', 'WIS 12:1', 'WIS 15:11', 'WIS 15:16', 'WIS 16:14', 'SIR 9:9', 'SIR 34:13', 'SIR 38:23', 'SIR 39:6', 'SIR 48:12', 'SIR 48:24', 'BAR 2:17', 'BAR 3:1', 'SUS 1:45', '1MA 13:7', '2MA 3:24', '4MA 7:14', '1ES 2:1', '1ES 2:5', 'PSS 8:14', 'PSS 17:37', 'PSS 18:7']
8184	πνεῦμα	MI	?	3	False	True	robe	tumba	Ragau		['JDT 10:13', 'JDT 14:6', 'WIS 11:20', 'WIS 11:20', 'LJE 1:24', 'BEL 1:36', '2MA 7:22', '2MA 7:23', '2MA 14:46', '3MA 6:24', '4MA 11:11']
8185	ποδήρης	RE	?		False	True	embroiderer	murallas	Ragouël		['WIS 18:24', 'SIR 27:8', 'SIR 45:8']
8186	ποικιλτής	BE	crafts		False	True	flock	muralla	Razis		['SIR 45:10']
8187	ποίμνιον	FA	mammals; group		False	True	to conduct oneself	animal de cuatro patas	Ramathaïm		['JDT 2:27', 'JDT 3:3', 'SIR 18:13', 'BAR 4:26']
8188	πολιτεύομαι	MI	?		False	True	whoredom	Tapúah	Ramsès		['2MA 6:1', '2MA 11:25', '3MA 3:4', '4MA 2:8', '4MA 2:23', '4MA 4:23', '4MA 5:16']
8189	πορνεία	MI	morals and ethics		False	True	purple cloth	final	Rehum		['TOB 8:7', 'WIS 14:12', 'SIR 23:23', 'SIR 26:9', 'SIR 41:17']
8190	πορφυροῦς	RE	?		False	True	purple cloth	templo pagano	Rehum		['LJE 1:11']
8191	πορφύρα	RE	cloth		False	True	Posidonius	señal portentosa	Rassis		['JDT 10:21', 'SIR 45:10', 'LJE 1:71', 'LJE 1:71', '1MA 4:23', '1MA 8:14', '1MA 10:20', '1MA 10:62', '1MA 10:64', '1MA 11:58', '1MA 14:43', '1MA 14:44', '2MA 4:38', '1ES 3:6']
8192	Ποσιδώνιος	PN	person		False	True	cup	sartén	Raphaël		['2MA 14:19']
8193	ποτήριον	RE	?		False	True	buckle	Timoteo	Raphaïn		['ESG 1:1g']
8194	πόρπη	RE	?		False	True	elder	Tigris	Raphia		['1MA 10:89', '1MA 11:58', '1MA 14:44']
8195	πρεσβύτερος	MI	?		False	True	prayer	Tito	Raphôn		['JDT 6:16', 'JDT 6:21', 'JDT 7:23', 'JDT 8:10', 'JDT 10:6', 'JDT 13:12', 'WIS 8:10', 'SIR 6:34', 'SIR 7:14', 'SIR 25:4', 'SIR 25:20', 'SIR 32:3', 'BAR 1:4', 'SUS 1:5', 'SUS 1:5', 'SUS 1:8', 'SUS 1:16', 'SUS 1:18', 'SUS 1:41', 'SUS 1:50', '1MA 1:26', '1MA 7:33', '1MA 11:23', '1MA 12:35', '1MA 13:36', '1MA 14:9', '1MA 14:20', '1MA 14:28', '1MA 16:2', '2MA 5:13', '2MA 8:30', '2MA 13:13', '2MA 14:37', '3MA 1:8', '3MA 1:23', '3MA 1:25', '3MA 6:1', '1ES 5:60', '1ES 6:5', '1ES 6:8', '1ES 6:10', '1ES 6:26', '1ES 7:2', '1ES 9:4', '1ES 9:13']
8196	προσευχή	MI	?		False	True	to pray	pared	Rabsakès		['TOB 3:16', 'TOB 12:8', 'TOB 12:12', 'JDT 12:6', 'JDT 13:3', 'JDT 13:10', 'WIS 18:21', 'SIR 3:5', 'SIR 7:10', 'SIR 7:14', 'SIR 34:26', 'SIR 35:17', 'SIR 39:5', 'SIR 39:6', 'SIR 50:19', 'SIR 51:13', 'BAR 2:14', 'BAR 3:4', '1MA 3:46', '1MA 5:33', '1MA 7:37', '1MA 12:11', '2MA 1:23', '2MA 1:24', '3MA 6:16', '3MA 7:20']
8197	προσεύχομαι	MI	?		False	True	cushion	Télem	bâton		['TOB 3:1', 'TOB 6:18', 'TOB 8:4', 'TOB 8:5', 'TOB 12:12', 'JDT 11:17', 'ESG 5:1', 'WIS 13:17', 'BAR 1:11', 'BAR 1:13', '1MA 3:44', '1MA 4:30', '1MA 7:40', '1MA 11:71', '2MA 1:6', '2MA 2:10', '2MA 2:10', '2MA 15:14', '3MA 6:1', '4MA 4:11', '1ES 6:30', '1ES 8:88']
8198	προσκεφάλαιον	RE	?		False	True	tent	Talmón	club		['1ES 3:8']
8199	προσκήνιον	RE	?		False	True	to fall down and worship	arquero	sceptre		['JDT 10:22']
8200	προσκυνέω	MI	?		False	True	to bring to	Tobías	Raguès		['TOB 5:14', 'JDT 5:8', 'JDT 6:18', 'JDT 8:18', 'JDT 10:9', 'JDT 10:23', 'JDT 13:17', 'JDT 14:7', 'JDT 16:18', 'ESG 3:2', 'ESG 3:2', 'ESG 3:5', 'ESG 4:17', 'ESG 4:17', 'ESG 8:12', 'SIR 50:17', 'LJE 1:5', 'LJE 1:5', 'BEL 1:4', 'BEL 1:4', 'BEL 1:5', 'BEL 1:24', 'BEL 1:25', '1MA 4:55', '4MA 5:12', '1ES 9:47']
8201	προσφέρω	MI	?		False	True	presenting	Tubianos	Resaiah		['JDT 4:14', 'JDT 9:1', 'JDT 12:9', 'WIS 16:21', 'SIR 1:1', 'SIR 1:1', 'SIR 7:9', 'SIR 35:2', 'LJE 1:40', '1MA 4:56', '1MA 7:33', '1MA 12:11', '2MA 1:8', '2MA 11:18', '3MA 3:10', '3MA 4:17', '4MA 11:19', '1ES 1:12', '1ES 1:16', '1ES 4:52', '1ES 5:48', '1ES 5:52', '1ES 6:30', '1ES 7:7', '1ES 8:15', '1ES 8:63']
8202	προσφορά	MI	?		False	True	prophet	Tobías	Roboam		['SIR 14:11', 'SIR 34:18', 'SIR 34:19', 'SIR 35:1', 'SIR 35:5', 'SIR 38:11', 'SIR 46:16', 'SIR 50:13', 'SIR 50:14', '1ES 5:51']
8203	προφήτης	MI	?		False	True	sheep	rollo	Rhodocus		['TOB 2:6', 'TOB 14:4', 'TOB 14:5', 'WIS 7:27', 'WIS 11:1', 'SIR 1:1', 'SIR 1:1', 'SIR 36:15', 'SIR 46:13', 'SIR 46:15', 'SIR 48:1', 'SIR 48:8', 'SIR 48:22', 'SIR 49:7', 'SIR 49:10', 'BAR 1:16', 'BAR 1:21', 'BAR 2:20', 'BAR 2:24', 'BEL 1:33', '1MA 4:46', '1MA 9:27', '1MA 9:54', '1MA 14:41', '2MA 2:1', '2MA 2:2', '2MA 2:4', '2MA 2:13', '2MA 15:9', '2MA 15:14', '4MA 18:10', '1ES 1:18', '1ES 1:26', '1ES 1:30', '1ES 1:45', '1ES 1:49', '1ES 6:1', '1ES 6:2', '1ES 7:3', '1ES 8:79']
8204	πρόβατον	FA	mammals		False	True	consecrated bread	flecha	Rehum		['TOB 1:6', 'TOB 7:8', 'TOB 10:10', 'JDT 2:17', 'JDT 8:26', 'JDT 11:19', 'SIR 47:3', 'BEL 1:3', 'BEL 1:32', '1ES 1:8', '1ES 1:9']
8205	πρόθεσις	RE	?		False	True	offense	arco	épée		['1MA 1:22', '2MA 10:3']
8206	πρόσκομμα	MI	?		False	True	firstborn	lugar	balance		['JDT 8:22', 'SIR 17:25', 'SIR 31:7', 'SIR 31:30', 'SIR 34:16', 'SIR 39:24']
8207	πρωτότοκος	MI	?		False	True	to stumble	macho cabrío	Rhodes		['WIS 18:13', '4MA 15:18']
8208	πταίω	MI	?		False	True	people of Ptolemais	trirreme	rue		['SIR 2:8', 'SIR 37:12', '2MA 14:17']
8209	Πτολεμαεῖς	PN	group		False	True	Ptolemais	camino	Romains		['1MA 12:48', '2MA 13:25']
8210	Πτολεμαΐς	PN	settlement		False	True	Ptolemy	Trípoli	romain		['1MA 5:15', '1MA 5:22', '1MA 5:55', '1MA 10:1', '1MA 10:39', '1MA 10:56', '1MA 10:57', '1MA 10:58', '1MA 10:60', '1MA 11:22', '1MA 11:22', '1MA 11:24', '1MA 12:45', '1MA 12:48', '1MA 13:12', '2MA 13:24', '2MA 13:25', '3MA 7:17']
8211	Πτολεμαῖος	PN	person		False	True	Ptolemaic	torno	Rome		['ESG 10:3', 'ESG 10:3', 'ESG 10:3', '1MA 1:18', '1MA 1:18', '1MA 3:38', '1MA 10:51', '1MA 10:55', '1MA 10:57', '1MA 11:3', '1MA 11:8', '1MA 11:13', '1MA 11:15', '1MA 11:16', '1MA 11:17', '1MA 11:18', '1MA 15:16', '1MA 16:11', '1MA 16:16', '1MA 16:18', '2MA 1:10', '2MA 4:45', '2MA 4:46', '2MA 6:8', '2MA 8:8', '2MA 9:29', '2MA 10:12', '3MA 1:2', '3MA 3:12', '3MA 7:1', '4MA 4:22']
8212	Πτολεμαϊκός	PN	group		False	True	censer	rueda	Zabad		['3MA 1:2']
8213	πυρεῖον	RE	?		False	True	fire thrower	wheel	Zabad		['SIR 50:9']
8214	πυροβόλον	RE	warfare		False	True	city gate	quilla	Binnui		['1MA 6:51']
8215	πύλη	RE	?		False	True	fire	manera	Shebat		['TOB 11:15', 'TOB 11:16', 'JDT 1:3', 'JDT 1:4', 'JDT 1:4', 'JDT 7:22', 'JDT 8:33', 'JDT 10:6', 'JDT 10:9', 'JDT 13:10', 'JDT 13:11', 'JDT 13:11', 'JDT 13:12', 'JDT 13:13', 'WIS 6:14', 'SIR 49:13', '1MA 5:22', '1MA 5:47', '1MA 9:50', '1MA 12:48', '1MA 13:33', '1MA 15:39', '2MA 10:36', '3MA 5:48', '4MA 3:13']
8216	πῦρ	MI	?		False	True	Ragau	plato	Sabbaias		['JDT 7:5', 'JDT 13:13', 'JDT 16:17', 'WIS 10:6', 'WIS 13:2', 'WIS 16:16', 'WIS 16:17', 'WIS 16:19', 'WIS 16:22', 'WIS 16:22', 'WIS 16:27', 'WIS 17:5', 'WIS 19:20', 'SIR 2:5', 'SIR 3:30', 'SIR 7:17', 'SIR 8:3', 'SIR 8:10', 'SIR 9:8', 'SIR 11:32', 'SIR 15:16', 'SIR 16:6', 'SIR 21:9', 'SIR 22:24', 'SIR 23:17', 'SIR 23:17', 'SIR 28:10', 'SIR 28:11', 'SIR 36:8', 'SIR 38:28', 'SIR 39:26', 'SIR 39:29', 'SIR 40:30', 'SIR 43:21', 'SIR 45:19', 'SIR 48:1', 'SIR 48:3', 'SIR 48:9', 'SIR 50:9', 'SIR 51:4', 'BAR 1:2', 'BAR 4:35', 'LJE 1:54', 'LJE 1:61', '1MA 1:31', '1MA 1:56', '1MA 5:5', '1MA 5:28', '1MA 5:35', '1MA 5:44', '1MA 5:68', '1MA 6:31', '1MA 6:39', '1MA 10:84', '1MA 11:61', '1MA 16:10', '2MA 1:18', '2MA 1:19', '2MA 1:20', '2MA 1:20', '2MA 1:33', '2MA 2:1', '2MA 2:10', '2MA 2:10', '2MA 9:7', '2MA 10:3', '2MA 13:8', '2MA 14:41', '3MA 2:5', '3MA 2:29', '3MA 5:43', '3MA 5:43', '3MA 6:6', '4MA 5:32', '4MA 6:24', '4MA 7:10', '4MA 7:12', '4MA 8:13', '4MA 9:9', '4MA 9:19', '4MA 9:22', '4MA 10:14', '4MA 11:26', '4MA 12:12', '4MA 13:5', '4MA 14:9', '4MA 14:10', '4MA 15:15', '4MA 16:3', '4MA 16:21', '4MA 18:12', '4MA 18:14', '4MA 18:20', '4MA 18:20', '1ES 1:13', '1ES 1:52', '1ES 6:23']
8217	Ραγαυ	PN	area		False	True	Raguel	Trifón	Shabbethai		['JDT 1:5', 'JDT 1:15']
8218	Ραγουηλ	PN	person		False	True	Razis	tambor	harnais		['TOB 1:1', 'TOB 3:7', 'TOB 3:17', 'TOB 3:17', 'TOB 6:11', 'TOB 6:13', 'TOB 7:1', 'TOB 7:1', 'TOB 7:6', 'TOB 7:9', 'TOB 7:10', 'TOB 7:12', 'TOB 7:13', 'TOB 7:15', 'TOB 8:10', 'TOB 8:11', 'TOB 9:6', 'TOB 10:8', 'TOB 10:9', 'TOB 10:10', 'TOB 10:14', 'TOB 11:15', 'TOB 14:12', 'TOB 14:13']
8219	Ραζις	PN	person		False	True	Rathamin	mesa de tortura	Zadok		['2MA 14:37']
8220	Ραθαμιν	PN	area		False	True	Raamses	De Tiro	Sathrabuzanes		['1MA 11:34']
8221	Ραμεσση	PN	settlement		False	True	Rehum	Tiro	Shealtiel		['JDT 1:9']
8222	Ραουμος	PN	person		False	True	Rehum	Tobías	Salamiel		['1ES 2:12', '1ES 2:13', '1ES 2:25']
8223	Ραούμος	PN	person		False	True	Rassis	Tobiel	Shallum		['1ES 2:19']
8224	Ρασσις	PN	area		False	True	Raphael	Tobit	Salem		['JDT 2:23']
8225	Ραφαηλ	PN	person		False	True	Raphain	Tobit	Salthas		['TOB 1:1', 'TOB 3:17', 'TOB 5:4', 'TOB 6:11', 'TOB 6:14', 'TOB 6:19', 'TOB 7:9', 'TOB 8:2', 'TOB 8:3', 'TOB 9:1', 'TOB 9:5', 'TOB 11:1', 'TOB 11:7', 'TOB 12:15']
8226	Ραφαϊν	PN	person		False	True	Raphia	cinta de púrpura	Shallum		['JDT 8:1']
8227	Ραφία	PN	settlement		False	True	Raphon	tela de púrpura	Shallum		['3MA 1:1']
8228	Ραφων	PN	settlement		False	True	Rabshakeh	Hidaspes	retentir la trompette		['1MA 5:37']
8229	Ραψακης	PN	titles		False	True	rod	acequia	Salomon		['SIR 48:18']
8230	ῥάβδος	RE	?	1	False	True	club	habitación de arriba	Salomon		['TOB 5:18', 'SIR 33:25', 'PSS 18:7']
8231	ῥάβδος	RE	warfare	2	False	True	scepter	servir	Salom		['BEL 1:25', 'PSS 17:24']
8232	ῥάβδος	RE	royalty	3	False	True	Rhages	sirviente	Schemaeja		['ESG 4:11', 'ESG 5:1a', 'ESG 8:4']
