	term	category	en	vrefs
363	Δημήτριος	9.7.1.1 - Personal names	Demetrius	3JN 1:12
364	Δημᾶς	9.7.1.1 - Personal names	Demas	COL 4:14
365	Δημᾶς	9.7.1.1 - Personal names	Demas	2TI 4:10
366	Δημᾶς	9.7.1.1 - Personal names	Demas	PHM 1:24
367	Διονύσιος	9.7.1.1 - Personal names	Dionysius	ACT 17:34
368	Διοτρέφης	9.7.1.1 - Personal names	Diotrephes	3JN 1:9
369	Διόσκουροι	9.7.1.1 - Personal names; 9.7.2.5 - Names of heavenly bodies	Dioscuri	ACT 28:11
370	Δορκάς	9.7.1.1 - Personal names	Dorcas	ACT 9:36
371	Δορκάς	9.7.1.1 - Personal names	Dorcas	ACT 9:39
372	Δρούσιλλα	9.7.1.1 - Personal names	Drusilla	ACT 24:24
373	Εὐνίκη	9.7.1.1 - Personal names	Eunice	2TI 1:5
374	Εὐοδία	9.7.1.1 - Personal names	Euodia	PHP 4:2
375	Εὐφράτης	9.7.2.9 - Names of rivers	Euphrates	REV 9:14
376	Εὐφράτης	9.7.2.9 - Names of rivers	Euphrates	REV 16:12
377	Εὔβουλος	9.7.1.1 - Personal names	Eubulus	2TI 4:21
378	Εὔτυχος	9.7.1.1 - Personal names	Eutychus	ACT 20:9
379	Εὕα	9.7.1.1 - Personal names	Eve	2CO 11:3
380	Εὕα	9.7.1.1 - Personal names	Eve	1TI 2:13
381	Ζάρα	9.7.1.1 - Personal names	Zerah	MAT 1:3
382	Ζαβουλών	9.7.1.1 - Personal names; 9.7.2.2 - Names of regions	Zebulun	MAT 4:13
383	Ζαβουλών	9.7.1.1 - Personal names; 9.7.2.2 - Names of regions	Zebulun	MAT 4:15
384	Ζαβουλών	9.7.1.1 - Personal names; 9.7.2.2 - Names of regions	Zebulun	REV 7:8
385	Ζακχαῖος	9.7.1.1 - Personal names	Zacchaeus	LUK 19:2
386	Ζακχαῖος	9.7.1.1 - Personal names	Zacchaeus	LUK 19:5
387	Ζακχαῖος	9.7.1.1 - Personal names	Zacchaeus	LUK 19:8
388	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	MAT 23:35
389	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:5
390	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:12
391	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:13
392	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:18
393	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:21
394	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:40
395	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:59
396	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 1:67
397	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 3:2
398	Ζαχαρίας	9.7.1.1 - Personal names	Zechariah	LUK 11:51
399	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MAT 4:21
400	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MAT 4:21
401	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MAT 10:2
402	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MAT 20:20
403	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MAT 26:37
404	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MAT 27:56
405	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MRK 1:19
406	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MRK 1:20
407	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MRK 3:17
408	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	MRK 10:35
409	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	LUK 5:10
410	Ζεβεδαῖος	9.7.1.1 - Personal names	Zebedee	JHN 21:2
411	Ζεύς	4.9.2 - Supernatural being	Zeus	ACT 14:12
412	Ζεύς	4.9.2 - Supernatural being	Zeus	ACT 14:13
413	Ζηνᾶς	9.7.1.1 - Personal names	Zenas	TIT 3:13
414	Ζοροβαβέλ	9.7.1.1 - Personal names	Zerubbabel	MAT 1:12
415	Ζοροβαβέλ	9.7.1.1 - Personal names	Zerubbabel	MAT 1:13
416	Ζοροβαβέλ	9.7.1.1 - Personal names	Zerubbabel	LUK 3:27
417	Θάρα	9.7.1.1 - Personal names	Terah	LUK 3:34
418	Θαδδαῖος	9.7.1.1 - Personal names	Thaddaeus	MAT 10:3
419	Θαδδαῖος	9.7.1.1 - Personal names	Thaddaeus	MRK 3:18
420	Θαμάρ	9.7.1.1 - Personal names	Tamar	MAT 1:3
421	Θεσσαλονίκη	9.7.2.3 - Names of cities	Thessalonica	ACT 17:1
422	Θεσσαλονίκη	9.7.2.3 - Names of cities	Thessalonica	ACT 17:11
423	Θεσσαλονίκη	9.7.2.3 - Names of cities	Thessalonica	ACT 17:13
424	Θεσσαλονίκη	9.7.2.3 - Names of cities	Thessalonica	PHP 4:16
425	Θεσσαλονίκη	9.7.2.3 - Names of cities	Thessalonica	2TI 4:10
426	Θεσσαλονικεύς	9.7.2.3 - Names of cities	Thessalonian	ACT 20:4
427	Θεσσαλονικεύς	9.7.2.3 - Names of cities	Thessalonian	ACT 27:2
428	Θεσσαλονικεύς	9.7.2.3 - Names of cities	Thessalonian	1TH 1:1
429	Θεσσαλονικεύς	9.7.2.3 - Names of cities	Thessalonian	2TH 1:1
430	Θευδᾶς	9.7.1.1 - Personal names	Theudas	ACT 5:36
431	Θεόφιλος	9.7.1.1 - Personal names	Theophilus	LUK 1:3
432	Θεόφιλος	9.7.1.1 - Personal names	Theophilus	ACT 1:1
433	Θυάτειρα	9.7.2.3 - Names of cities	Thyatira	ACT 16:14
434	Θυάτειρα	9.7.2.3 - Names of cities	Thyatira	REV 1:11
435	Θυάτειρα	9.7.2.3 - Names of cities	Thyatira	REV 2:18
436	Θυάτειρα	9.7.2.3 - Names of cities	Thyatira	REV 2:24
437	Θωμᾶς	9.7.1.1 - Personal names	Thomas	MAT 10:3
438	Θωμᾶς	9.7.1.1 - Personal names	Thomas	MRK 3:18
439	Θωμᾶς	9.7.1.1 - Personal names	Thomas	LUK 6:15
440	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 11:16
441	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 14:5
442	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 20:24
443	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 20:26
444	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 20:27
445	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 20:28
446	Θωμᾶς	9.7.1.1 - Personal names	Thomas	JHN 21:2
447	Θωμᾶς	9.7.1.1 - Personal names	Thomas	ACT 1:13
448	Κάρπος	9.7.1.1 - Personal names	Carpus	2TI 4:13
449	Κάϊν	9.7.1.1 - Personal names	Cain	HEB 11:4
450	Κάϊν	9.7.1.1 - Personal names	Cain	1JN 3:12
451	Κάϊν	9.7.1.1 - Personal names	Cain	JUD 1:11
452	Κίς	9.7.1.1 - Personal names	Kish	ACT 13:21
453	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	MAT 16:13
454	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	MRK 8:27
455	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 8:40
456	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 9:30
457	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 10:1
458	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 10:24
459	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 11:11
460	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 12:19
461	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 18:22
462	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 21:8
463	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 21:16
464	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 23:23
465	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 23:33
466	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 25:1
467	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 25:4
468	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 25:6
469	Καισάρεια	9.7.2.3 - Names of cities	Caesarea	ACT 25:13
470	Καλοὶ Λιμένες	9.7.2.8 - Names of oceans and lakes	Fair.Havens	ACT 27:8
471	Καλοὶ Λιμένες	9.7.2.8 - Names of oceans and lakes	Fair.Havens	ACT 27:8
472	Κανά	9.7.2.3 - Names of cities	Cana	JHN 2:1
473	Κανά	9.7.2.3 - Names of cities	Cana	JHN 2:11
474	Κανά	9.7.2.3 - Names of cities	Cana	JHN 4:46
475	Κανά	9.7.2.3 - Names of cities	Cana	JHN 21:2
476	Καναναῖος	4.6.6.5 - Politics	zealot	MAT 10:4
477	Καναναῖος	4.6.6.5 - Politics	zealot	MRK 3:18
478	Κανδάκη	4.6.4 - Rule	Kandake	ACT 8:27
479	Καππαδοκία	9.7.2.2 - Names of regions	Cappadocia	ACT 2:9
480	Καππαδοκία	9.7.2.2 - Names of regions	Cappadocia	1PE 1:1
481	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MAT 4:13
482	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MAT 8:5
483	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MAT 11:23
484	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MAT 17:24
485	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MRK 1:21
486	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MRK 2:1
487	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	MRK 9:33
488	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	LUK 4:23
489	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	LUK 4:31
490	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	LUK 7:1
491	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	LUK 10:15
492	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	JHN 2:12
493	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	JHN 4:46
494	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	JHN 6:17
495	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	JHN 6:24
496	Καφαρναούμ	9.7.2.3 - Names of cities	Capernaum	JHN 6:59
497	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	MAT 26:3
498	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	MAT 26:57
499	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	LUK 3:2
500	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	JHN 11:49
501	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	JHN 18:13
502	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	JHN 18:14
503	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	JHN 18:24
504	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	JHN 18:28
505	Καϊάφας	9.7.1.1 - Personal names	Caiaphas	ACT 4:6
506	Καϊνάμ	9.7.1.1 - Personal names	Cainan	LUK 3:36
507	Καϊνάμ	9.7.1.1 - Personal names	Cainan	LUK 3:37
508	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MAT 22:17
509	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MAT 22:21
510	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MAT 22:21
511	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MAT 22:21
512	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MRK 12:14
513	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MRK 12:16
514	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MRK 12:17
515	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	MRK 12:17
516	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 2:1
517	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 3:1
518	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 20:22
519	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 20:24
520	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 20:25
521	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 20:25
522	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	LUK 23:2
523	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	JHN 19:12
524	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	JHN 19:12
525	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	JHN 19:15
526	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 17:7
527	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 25:8
528	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 25:10
529	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 25:11
530	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 25:12
531	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 25:12
532	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 25:21
533	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 26:32
534	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 27:24
535	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	ACT 28:19
536	Καῖσαρ	4.6.1 - Ruler; 9.7.1.1 - Personal names	Caesar	PHP 4:22
537	Καῦδα	9.7.2.2 - Names of regions	Cauda	ACT 27:16
538	Κεγχρεαί	9.7.2.3 - Names of cities	Cenchreae	ACT 18:18
539	Κεγχρεαί	9.7.2.3 - Names of cities	Cenchreae	ROM 16:1
540	Κεδρών	9.7.2.9 - Names of rivers	Kidron	JHN 18:1
541	Κηφᾶς	9.7.1.1 - Personal names	Cephas	JHN 1:42
542	Κηφᾶς	9.7.1.1 - Personal names	Cephas	1CO 1:12
543	Κηφᾶς	9.7.1.1 - Personal names	Cephas	1CO 3:22
544	Κηφᾶς	9.7.1.1 - Personal names	Cephas	1CO 9:5
545	Κηφᾶς	9.7.1.1 - Personal names	Cephas	1CO 15:5
546	Κηφᾶς	9.7.1.1 - Personal names	Cephas	GAL 1:18
547	Κηφᾶς	9.7.1.1 - Personal names	Cephas	GAL 2:9
548	Κηφᾶς	9.7.1.1 - Personal names	Cephas	GAL 2:11
549	Κηφᾶς	9.7.1.1 - Personal names	Cephas	GAL 2:14
550	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 6:9
551	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 15:23
552	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 15:41
553	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 21:39
554	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 22:3
555	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 23:34
556	Κιλικία	9.7.2.2 - Names of regions	Cilicia	ACT 27:5
557	Κιλικία	9.7.2.2 - Names of regions	Cilicia	GAL 1:21
558	Κλήμης	9.7.1.1 - Personal names	Clement	PHP 4:3
559	Κλαυδία	9.7.1.1 - Personal names	Claudia	2TI 4:21
560	Κλαύδιος	9.7.1.1 - Personal names	Claudius	ACT 11:28
561	Κλαύδιος	9.7.1.1 - Personal names	Claudius	ACT 18:2
562	Κλαύδιος	9.7.1.1 - Personal names	Claudius	ACT 23:26
563	Κλεοπᾶς	9.7.1.1 - Personal names	Cleopas	LUK 24:18
564	Κλωπᾶς	9.7.1.1 - Personal names	Clopas	JHN 19:25
565	Κνίδος	9.7.2.2 - Names of regions	Cnidus	ACT 27:7
566	Κολοσσαί	9.7.2.3 - Names of cities	Colossae	COL 1:2
567	Κορίνθιος	9.7.2.3 - Names of cities	Corinthian	ACT 18:8
568	Κορίνθιος	9.7.2.3 - Names of cities	Corinthian	2CO 6:11
569	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:1
570	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:3
571	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:17
572	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:22
573	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:24
574	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:25
575	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:30
576	Κορνήλιος	9.7.1.1 - Personal names	Cornelius	ACT 10:31
577	Κούαρτος	9.7.1.1 - Personal names	Quartus	ROM 16:23
578	Κρής	9.7.2.2 - Names of regions	Cretan	ACT 2:11
579	Κρής	9.7.2.2 - Names of regions	Cretan	TIT 1:12
580	Κρήσκης	9.7.1.1 - Personal names	Crescens	2TI 4:10
581	Κρήτη	9.7.2.2 - Names of regions	Crete	ACT 27:7
582	Κρήτη	9.7.2.2 - Names of regions	Crete	ACT 27:12
583	Κρήτη	9.7.2.2 - Names of regions	Crete	ACT 27:13
584	Κρήτη	9.7.2.2 - Names of regions	Crete	ACT 27:21
585	Κρήτη	9.7.2.2 - Names of regions	Crete	TIT 1:5
586	Κρίσπος	9.7.1.1 - Personal names	Crispus	ACT 18:8
587	Κρίσπος	9.7.1.1 - Personal names	Crispus	1CO 1:14
588	Κυρήνη	9.7.2.3 - Names of cities	Cyrene	ACT 2:10
589	Κυρήνιος	9.7.1.1 - Personal names	Quirinius	LUK 2:2
590	Κυρηναῖος	9.7.2.2 - Names of regions	Cyrenian	MAT 27:32
591	Κυρηναῖος	9.7.2.2 - Names of regions	Cyrenian	MRK 15:21
592	Κυρηναῖος	9.7.2.2 - Names of regions	Cyrenian	LUK 23:26
593	Κυρηναῖος	9.7.2.2 - Names of regions	Cyrenian	ACT 6:9
594	Κυρηναῖος	9.7.2.2 - Names of regions	Cyrenian	ACT 11:20
595	Κυρηναῖος	9.7.2.2 - Names of regions	Cyrenian	ACT 13:1
596	Κωσάμ	9.7.1.1 - Personal names	Cosam	LUK 3:28
597	Κόρε	9.7.1.1 - Personal names	Korah	JUD 1:11
598	Κόρινθος	9.7.2.3 - Names of cities	Corinth	ACT 18:1
599	Κόρινθος	9.7.2.3 - Names of cities	Corinth	ACT 19:1
600	Κόρινθος	9.7.2.3 - Names of cities	Corinth	1CO 1:2
601	Κόρινθος	9.7.2.3 - Names of cities	Corinth	2CO 1:1
602	Κόρινθος	9.7.2.3 - Names of cities	Corinth	2CO 1:23
603	Κόρινθος	9.7.2.3 - Names of cities	Corinth	2TI 4:20
604	Κύπριος	9.7.2.2 - Names of regions	Cyprian	ACT 4:36
605	Κύπριος	9.7.2.2 - Names of regions	Cyprian	ACT 11:20
606	Κύπριος	9.7.2.2 - Names of regions	Cyprian	ACT 21:16
607	Κύπρος	9.7.2.2 - Names of regions	Cyprus	ACT 11:19
608	Κύπρος	9.7.2.2 - Names of regions	Cyprus	ACT 13:4
609	Κύπρος	9.7.2.2 - Names of regions	Cyprus	ACT 15:39
610	Κύπρος	9.7.2.2 - Names of regions	Cyprus	ACT 21:3
611	Κύπρος	9.7.2.2 - Names of regions	Cyprus	ACT 27:4
612	Κώς	9.7.2.2 - Names of regions	Cos	ACT 21:1
613	Λάζαρος	9.7.1.1 - Personal names	Lazarus	LUK 16:20
614	Λάζαρος	9.7.1.1 - Personal names	Lazarus	LUK 16:23
615	Λάζαρος	9.7.1.1 - Personal names	Lazarus	LUK 16:24
616	Λάζαρος	9.7.1.1 - Personal names	Lazarus	LUK 16:25
617	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 11:1
618	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 11:2
619	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 11:5
620	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 11:11
621	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 11:14
622	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 11:43
623	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 12:1
624	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 12:2
625	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 12:9
626	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 12:10
627	Λάζαρος	9.7.1.1 - Personal names	Lazarus	JHN 12:17
628	Λάμεχ	9.7.1.1 - Personal names	Lamech	LUK 3:36
629	Λίνος	9.7.1.1 - Personal names	Linus	2TI 4:21
630	Λαοδίκεια	9.7.2.3 - Names of cities	Laodicea	COL 2:1
631	Λαοδίκεια	9.7.2.3 - Names of cities	Laodicea	COL 4:13
632	Λαοδίκεια	9.7.2.3 - Names of cities	Laodicea	COL 4:15
633	Λαοδίκεια	9.7.2.3 - Names of cities	Laodicea	COL 4:16
634	Λαοδίκεια	9.7.2.3 - Names of cities	Laodicea	REV 1:11
635	Λαοδίκεια	9.7.2.3 - Names of cities	Laodicea	REV 3:14
636	Λαοδικεύς	9.7.2.3 - Names of cities	Laodicean	COL 4:16
637	Λασαία	9.7.2.3 - Names of cities	Lasea	ACT 27:8
638	Λεγιών	9.7.1.1 - Personal names	Legion	MRK 5:9
639	Λευί	9.7.1.1 - Personal names	Levi	MRK 2:14
640	Λευί	9.7.1.1 - Personal names	Levi	LUK 3:24
641	Λευί	9.7.1.1 - Personal names	Levi	LUK 3:29
642	Λευί	9.7.1.1 - Personal names	Levi	LUK 5:27
643	Λευί	9.7.1.1 - Personal names	Levi	LUK 5:29
644	Λευί	9.7.1.1 - Personal names	Levi	HEB 7:5
645	Λευί	9.7.1.1 - Personal names	Levi	HEB 7:9
646	Λευί	9.7.1.1 - Personal names	Levi	REV 7:7
647	Λευίτης	4.9.7.1 - Religious person	Levite	LUK 10:32
648	Λευίτης	4.9.7.1 - Religious person	Levite	JHN 1:19
649	Λευίτης	4.9.7.1 - Religious person	Levite	ACT 4:36
650	Λευιτικός	4.9.7.1 - Religious person	Levitical	HEB 7:11
651	Λιβερτῖνος	4.5.4.4 - Slave	free.man	ACT 6:9
652	Λιβύη	9.7.2.2 - Names of regions	Libya	ACT 2:10
653	Λουκᾶς	9.7.1.1 - Personal names	Luke	COL 4:14
654	Λουκᾶς	9.7.1.1 - Personal names	Luke	2TI 4:11
655	Λουκᾶς	9.7.1.1 - Personal names	Luke	PHM 1:24
656	Λούκιος	9.7.1.1 - Personal names	Lucius	ACT 13:1
657	Λούκιος	9.7.1.1 - Personal names	Lucius	ROM 16:21
658	Λυδία	9.7.1.1 - Personal names	Lydia	ACT 16:14
659	Λυδία	9.7.1.1 - Personal names	Lydia	ACT 16:40
660	Λυκία	9.7.2.2 - Names of regions	Lycia	ACT 27:5
661	Λυκαονία	9.7.2.2 - Names of regions	Lycaonia	ACT 14:6
662	Λυκαονιστί	9.7.1.5 - Names of languages	in.Lycaonian	ACT 14:11
663	Λυσίας	9.7.1.1 - Personal names	Lysias	ACT 23:26
664	Λυσίας	9.7.1.1 - Personal names	Lysias	ACT 24:22
665	Λυσανίας	9.7.1.1 - Personal names	Lysanias	LUK 3:1
666	Λωΐς	9.7.1.1 - Personal names	Lois	2TI 1:5
667	Λύδδα	9.7.2.3 - Names of cities	Lydda	ACT 9:32
668	Λύδδα	9.7.2.3 - Names of cities	Lydda	ACT 9:35
669	Λύδδα	9.7.2.3 - Names of cities	Lydda	ACT 9:38
670	Λύστρα	9.7.2.3 - Names of cities	Lystra	ACT 14:6
671	Λύστρα	9.7.2.3 - Names of cities	Lystra	ACT 14:8
672	Λύστρα	9.7.2.3 - Names of cities	Lystra	ACT 14:21
673	Λύστρα	9.7.2.3 - Names of cities	Lystra	ACT 16:1
674	Λύστρα	9.7.2.3 - Names of cities	Lystra	ACT 16:2
675	Λύστρα	9.7.2.3 - Names of cities	Lystra	2TI 3:11
676	Λώτ	9.7.1.1 - Personal names	Lot	LUK 17:28
677	Λώτ	9.7.1.1 - Personal names	Lot	LUK 17:29
678	Λώτ	9.7.1.1 - Personal names	Lot	LUK 17:32
679	Λώτ	9.7.1.1 - Personal names	Lot	2PE 2:7
680	Μάαθ	9.7.1.1 - Personal names	Maath	LUK 3:26
681	Μάλχος	9.7.1.1 - Personal names	Malchus	JHN 18:10
682	Μάρθα	9.7.1.1 - Personal names	Martha	LUK 10:38
683	Μάρθα	9.7.1.1 - Personal names	Martha	LUK 10:40
684	Μάρθα	9.7.1.1 - Personal names	Martha	LUK 10:41
685	Μάρθα	9.7.1.1 - Personal names	Martha	LUK 10:41
686	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:1
687	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:5
688	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:19
689	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:20
690	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:21
691	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:24
692	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:30
693	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 11:39
694	Μάρθα	9.7.1.1 - Personal names	Martha	JHN 12:2
695	Μίλητος	9.7.2.3 - Names of cities	Miletus	ACT 20:15
696	Μίλητος	9.7.2.3 - Names of cities	Miletus	ACT 20:17
697	Μίλητος	9.7.2.3 - Names of cities	Miletus	2TI 4:20
698	Μαγαδάν	9.7.2.3 - Names of cities	Magadan	MAT 15:39
699	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MAT 27:56
700	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MAT 27:61
701	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MAT 28:1
702	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MRK 15:40
703	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MRK 15:47
704	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MRK 16:1
705	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	MRK 16:9
706	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	LUK 8:2
707	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	LUK 24:10
708	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	JHN 19:25
709	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	JHN 20:1
710	Μαγδαληνή	9.7.1.1 - Personal names	Magdalene	JHN 20:18
