	term	domain	category	sense	AR	DC	en	es	fr	id
3587	עֲזַרְיָה	PN	person	12	False	False	Azariah	Aminadab	Gaza	Azarya
3588	עֲזַרְיָה	PN	person	13	True	False	Azariah	Aminadab	aiguille	Azarya
3589	עֲזַרְיָהוּ	PN	person	1	False	False	Azariah	Aminadab	aiguille de fer	Azrikam
3590	עֲזַרְיָהוּ	PN	person	2	False	False	Azariah	manojo	chauve-souris	Azrikam
3591	עֲזַרְיָהוּ	PN	person	3	False	False	Azariah	Amisadai	couronne	Azrikam
3592	עֲזַרְיָהוּ	PN	person	4	False	False	Azariah	Amal	Atara	Azrikam
3593	עֲזַרְיָהוּ	PN	person	5	False	False	Azariah	Amalec	Ataroth	orang Gaza
3594	עֲזַרְיָהוּ	PN	person	6	False	False	Azariah	Amalecita	Atroth-Addar	pena
3595	עֲזַרְיָהוּ	PN	person	7	False	False	Azariah	Emanuel	Atroth-Beth-Yoav	besi pengukir
3596	עֲזַרְיָהוּ	PN	person	8	False	False	Azariah	Amasías	Atroth-Shofân	kelelawar
3597	עֲזַרְיָהוּ	PN	person	9	False	False	Azariah	Amad	Aï	mahkota
3598	עֲזַרְיָהוּ	PN	person	10	False	False	Azariah	Acor	Aï	Atara
3599	עַזְרִיקָם	PN	person	1	False	False	Azrikam	Émec-quesís	Eval	Atarot
3600	עַזְרִיקָם	PN	person	2	False	False	Azrikam	agavillar	Eval	Atarot-Adar
3601	עַזְרִיקָם	PN	person	3	False	False	Azrikam	manojo	Ebal	Atarot-Bet-Yoab
3602	עַזְרִיקָם	PN	person	4	False	False	Azrikam	Gomorra	Ayya	Atrot-Sofan
3603	עַזָּתִי	PN	group		False	False	Gaza	Omrí	Iyyôn	Ai
3604	עֵט	RE	communication; writing		False	False	pen	Omrí	vautour	Ai
3605	עֵט	RE	communication; writing		False	False	stylus	Omrí	Etam	Ebal
3606	עֲטַלֵּף	FA	mammals		False	False	bat	Omrí	Etam	Ebal
3607	עֲטָרָה	RE	ornaments; authority; royalty; priesthood	1	False	False	crown	Amram	Iyyé-Avarim	gunung Ebal
3608	עֲטָרָה	PN	person	2	False	False	Atarah	Amram	Iyyim	Aya
3609	עֲטָרוֹת	PN	settlement		False	False	Ataroth	Amram	Iyyim	Iyon
3610	עַטְרוֹת	PN	locale		False	False	Ataroth-Addar	Amasá	Ilaï	burung pemakan bangkai
3611	עַטְרוֹת	PN	settlement		False	False	Atroth Beth Joab	Amasá	Elam	Etam
3612	עַטְרֹת	PN	settlement		False	False	Atroth-Shophan	Amasai	Elam	Etam
3613	עַי	PN	settlement	1	False	False	Ai	Amasai	Elam	Abarim
3614	עַי	PN	settlement	2	False	False	Ai	Amasai	Elam	Iyim
3615	עֵיבָל	PN	person	1	False	False	Ebal	Amasai	Elam	Iyim
3616	עֵיבָל	PN	person	2	False	False	Ebal	Amasai	Elam	Ilai
3617	עֵיבָל	PN	nature	3	False	False	Ebal	vid	Aïn	Elam
3618	עַיָּה	PN	settlement		False	False	Ayyah	Anab	Ein	Elam
3619	עִיּוֹן	PN	settlement		False	False	Ijon	Aná	Ein-Rimmôn	Elam
3620	עַיִט	FA	birds		False	False	large bird of prey	Aná	Ein-Guèdi	Elam
3621	עֵיטָם	PN	locale	1	False	False	Etam	Aná	Ein-Gannim	Elam
3622	עֵיטָם	PN	locale	2	False	False	Etam	humilde	Ein-Gannim	Elam
3623	עִיֵּי	PN	locale		False	False	Iye-Abarim	Anub	Ein-Dor	Ain
3624	עִיִּים	PN	locale	1	False	False	Iim	Uní	Ein-Qoré	Ain
3625	עִיִּים	PN	settlement	2	False	False	Iim	Uní	Ein-Hadda	Ain
3626	עִילַי	PN	person		False	False	Ilai	Anías	Ein-Haçor	En-Gedi
3627	עֵילָם	PN	person	1	False	False	Elam	Anaías	Ein-Mishpat	En-Ganim
3628	עֵילָם	PN	area	2	False	False	Elam	Anim	Ein-Eglaïm	En-Ganim
3629	עֵילָם	PN	person	3	False	False	Elam	Anem	Ein-Roguel	En-Dor
3630	עֵילָם	PN	person	4	False	False	Elam	Anameos	Ein-Rimmôn	En-Hakore
3631	עֵילָם	PN	person	5	False	False	Elam	Anamélec	Ein-Shèmesh	En-Hada
3632	עֵילָם	PN	person	6	False	False	Elam	Anán	Ein-Tappouah	En-Hazor
3633	עַיִן	PN	locale	1	False	False	Ain	Ananí	Einaïm	En-Mispat
3634	עַיִן	PN	settlement	2	False	False	Ain	Ananías	Einam	En-Eglaim
3635	עַיִן	PN	settlement	3	False	False	Ain	Ananías	Einân	En-Rogel
3636	עֵין	PN	settlement		False	False	En-Gedi	Aner	Eifa	En-Rimon
3637	עֵין	PN	settlement		False	False	En-Gannim	Aner	Eifa	En-Semes
3638	עֵין	PN	settlement		False	False	En-Gannim	Anat	Eifa	En-Tapuah
3639	עֵין	PN	settlement		False	False	En-Dor	Anatot	Ofaï	Enaim
3640	עֵין	PN	locale		False	False	En-Hakkore	Anatot	âne	Enam
3641	עֵין	PN	settlement		False	False	En-Haddah	Anatot	ville	Enan
3642	עֵין	PN	settlement		False	False	En-Hazor	Anatotita	cité	Efa
3643	עֵין	PN	locale		False	False	En Mishpat	Anatotías	Ir	Efa
3644	עֵין	PN	locale		False	False	En-Eglaim	Ófel	épouvantable confusion	Efa
3645	עֵין רֹגֵל	PN	locale		False	False	En-Rogel	Ofní	ânon	Efai
3646	עֵין	PN	settlement		False	False	En-Rimmon	Éfer	Nivshân	keledai jantan
3647	עֵין	PN	locale		False	False	En-Shemesh	Éfer	ville de Nahash	kota
3648	עֵין	PN	locale		False	False	En-Tappuah	Éfer	Ir-Shèmesh	benteng
3649	עֵינַיִם	PN	settlement		False	False	Enaim	Ofrá	Ira	Ir
3650	עֵינָם	PN	settlement		False	False	Enam	Ofrá	Ira	gelisah
3651	עֵינָן	PN	person		False	False	Enan	Ofrá	Ira	anak keledai
3652	עֵיפָה	PN	person	1	False	False	Ephah	Efrón	Irad	Kota Garam
3653	עֵיפָה	PN	person	2	False	False	Ephah	Efrón	Irou	Ir-Nahas
3654	עֵיפָה	PN	person	3	False	False	Ephah	Efraín	Iri	Ir-Semes
3655	עֵיפַי	PN	person		False	False	Ephai	consejo	Iram	Ira
3656	עַיִר	FA	mammals; domestic animals		False	False	male donkey	Esión-guéber	Ayyath	Ira
3657	עִיר	RE	settlement	1	False	False	city	Ésem	Akbor	Ira
3658	עִיר	RE	constructions	2	False	False	citadel	Asmón	Akbor	Irad
3659	עִיר	PN	person	3	False	False	Ir	Acub	Akbor	Iru
3660	עִיר	AT	?	4	False	False	agitation	Acub	araignée	Iri
3661	עִיר	FA	mammals	5	False	False	foal	Acub	souris	Iram
3662	עִיר	PN	settlement		False	False	City of Salt	Acub	Akko	Ayat
3663	עִיר	PN	settlement		False	False	Ir-Nahash	Acub	Akân	Akhbor
3664	עִיר	PN	locale		False	False	Ir-Shemesh	Acán	Aksa	Akhbor
3665	עִירָא	PN	person	1	False	False	Ira	Équer	Akar	Akhbor
3666	עִירָא	PN	person	2	False	False	Ira	escorpión	Okrân	laba-laba
3667	עִירָא	PN	person	3	False	False	Ira	Ecrón	joug	tikus
3668	עִירָד	PN	person		False	False	Irad	Ecronitas	Oulla	Ako
3669	עִירוּ	PN	person		False	False	Iru	Iqués	holocauste	Akhan
3670	עִירִי	PN	person		False	False	Iri	Ar	Yeteth	Akhsa
3671	עִירָם	PN	person		False	False	Iram	Er	Alwân	Ahar
3672	עַיַּת	PN	settlement		False	False	Aiath	Er	sangsue	Okhran
3673	עַכְבּוֹר	PN	person	1	False	False	Achbor	tábanos	Eli	kuk
3674	עַכְבּוֹר	PN	person	2	False	False	Achbor	trama	Très-Haut	Ula
3675	עַכְבּוֹר	PN	person	3	False	False	Achbor	Oreb	Alyân	korban bakaran
3676	עַכָּבִישׁ	FA	insects, spiders, and worms		False	False	spider	Arabia	Almôn	Alwa
3677	עַכְבָּר	FA	mammals		False	False	mouse	Arabia	Almôn-Divlataïma	Alwan
3678	עַכּוֹ	PN	settlement		False	False	Acco	árabe	Alèmeth	lintah
3679	עָכָן	PN	person		False	False	Achan	Árabe	Alèmeth	Eli
3680	עַכְסָה	PN	person		False	False	Achsah	Arbatita	Alèmeth	MahaTinggi
3681	עָכָר	PN	person		False	False	Achar	Arad	Oum	Alyan
3682	עָכְרָן	PN	person		False	False	Ochran	Arad	Ben-Ammi	Almon
3683	עֹל	RE	control; animal husbandry		False	False	yoke	asno salvaje	Ammonite	Almon-Diblataim
3684	עֻלָּא	PN	person		False	False	Ulla	astuto	Amos	Alemet
3685	עֹלָה	RI	sacrifices and offerings		False	False	burnt-offering	Aroer	Amoq	Alemet
3686	עַלְוָה	PN	person		False	False	Alvah	Aroerita	Ammiël	Alemet
3687	עַלְוָן	PN	person		False	False	Alvan	Erí	Ammiël	Uma
3688	עֲלוּקָה	FA	insects, spiders, and worms		False	False	leech	Erita	Ammiël	Amon
3689	עֵלִי	PN	person		False	False	Eli	violento	Ammiël	Amon
3690	עֶלְיוֹן	PN	supernatural beings and powers		False	False	Most High	prudente	Ammihoud	Amos
3691	עַלְיָן	PN	person		False	False	Alian	sagacidad	Ammihoud	Amok
3692	עַלְמוֹן	PN	settlement		False	False	Almon	árbol plano	Ammihoud	Amiel
3693	עֵלְמָי	PN	group		True	False	Elamite	Erán	Ammihour	Amiel
3694	עַלְמֹן	PN	locale		False	False	Almon-Diblathaim	Eranita	Ammihoud	Amiel
3695	עָלֶמֶת	PN	settlement	1	False	False	Alemeth	Aroer	Ammizavad	Amiel
3696	עָלֶמֶת	PN	person	2	False	False	Alemeth	enebro	Amminadav	Amihud
3697	עָלֶמֶת	PN	person	3	False	False	Alemeth	Orfá	Amminadav	Amihud
3698	עֻמָּה	PN	settlement		False	False	Ummah	Araceos	Amminadav	Amihud
3699	עַמּוֹן	PN	person		False	False	Ammon	Asael	gerbes	Amihur
3700	עַמּוֹנִי	PN	group		False	False	Ammonite	Asael	Ammishaddaï	Amihud
3701	עָמוֹס	PN	person		False	False	Amos	Asael	Hélèm	Amizabad
3702	עָמוֹק	PN	person		False	False	Amok	Asael	Amaleq	Aminadab
3703	עַמִּיאֵל	PN	person	1	False	False	Ammiel	Esaú	amalécite	Aminadab
3704	עַמִּיאֵל	PN	person	2	False	False	Ammiel	Asiel	Emmanuel	Aminadab
3705	עַמִּיאֵל	PN	person	3	False	False	Ammiel	Asaías	Amasya	gandum
3706	עַמִּיאֵל	PN	person	4	False	False	Ammiel	Asaías	Améad	Amisyadai
3707	עַמִּיהוּד	PN	person	1	False	False	Ammihud	Asaías	Vallée de Baca	Amal
3708	עַמִּיהוּד	PN	person	2	False	False	Ammihud	Asaías	vallée de Akor	Amalek
3709	עַמִּיהוּד	PN	person	3	False	False	Ammihud	polilla	Emeq-Qeciç	Amalek
3710	עַמִּיהוּד	PN	person	4	False	False	Ammihud	Asvat	lier des gerbes	Imanuel
3711	עַמִּיהוּד	PN	person	5	False	False	Ammihud	Asán	gerbe	Amasia
3712	עַמִּיזָבָד	PN	person		False	False	Ammizabad	Ésec	Gomorrhe	Amad
3713	עַמִּינָדָב	PN	person	1	False	False	Amminadab	Astarot	Omri	Lembah Baka
3714	עַמִּינָדָב	PN	person	2	False	False	Amminadab	Astarté	Omri	Lembah Akhor
3715	עַמִּינָדָב	PN	person	3	False	False	Amminadab	Astarot Carnaim	Omri	Emek-Kezis
3716	עָמִיר	RE	agriculture		False	False	cut grain	Astarotita	Omri	mengikat
3717	עַמִּישַׁדַּי	PN	person		False	False	Ammishaddai	Itá-casín	Amram	berkas
3718	עָמָל	PN	person		False	False	Amal	macho cabrío	Amram	Gomora
3719	עֲמָלֵק	PN	person; area		False	False	Amalek	Atai	Amramite	Omri
3720	עֲמָלֵקִי	PN	group		False	False	Amalekite	Atai	Amasa	Omri
3721	עִמָּנוּאֵל	PN	person		False	False	Immanuel	Atai	Amasa	Omri
3722	עֲמַסְיָה	PN	person		False	False	Amasiah	Ataías	Amasaï	Omri
3723	עַמְעָד	PN	settlement		False	False	Amad	Atac	Amasaï	Amram
3724	עֵמֶק	PN	nature		False	False	Valley of Baca	Atlai	Amasaï	Amram
3725	עֵמֶק	PN	nature		False	False	Valley of Achor	Atalía	Amasaï	Amram
3726	עֵמֶק	PN	settlement		False	False	Emek-Keziz	Atalías	Amashsaï	Amasa
3727	עמר	RE	agriculture		False	False	to bind	Atalía	grappe	Amasa
3728	עֹמֶר	RE	agriculture		False	False	sheaf	Otní	Anav	Amasai
3729	עֲמֹרָה	PN	settlement		False	False	Gomorrah	Otoniel	Ana	Amasai
3730	עָמְרִי	PN	person	1	False	False	Omri	Éter	Ana	Amasai
3731	עָמְרִי	PN	person	2	False	False	Omri	Parán	Ana	Amasai
3732	עָמְרִי	PN	person	3	False	False	Omri	higo no maduro	pauvre	Amasai
3733	עָמְרִי	PN	person	4	False	False	Omri	Paguiel	Anouv	buah anggur
3734	עַמְרָם	PN	person	1	False	False	Amram	redimir	Anaq	Anab
3735	עַמְרָם	PN	person	2	False	False	Amram	permitir rescatar	Ounni	Ana
3736	עַמְרָמִי	PN	group		False	False	Amramite	redimir	Ounni	Ana
3737	עֲמָשָׂא	PN	person	1	False	False	Amasa	Pedahel	Hashoum	Ana
3738	עֲמָשָׂא	PN	person	2	False	False	Amasa	Pedasur	Hashoum	miskin
3739	עֲמָשַׂי	PN	person	1	False	False	Amasai	Padón	Anim	Anub
3740	עֲמָשַׂי	PN	person	2	False	False	Amasai	Pedaías	Anem	Enak
3741	עֲמָשַׂי	PN	person	3	False	False	Amasai	Pedaías	gens de Einâm	Uni
3742	עֲמָשַׂי	PN	person	4	False	False	Amasai	Pedaías	Anammélek	Uni
3743	עֲמַשְׁסַי	PN	person		False	False	Amashsai	Pedaías	Anân	Anaya
3744	עֵנָב	FL	fruits		False	False	grape	Pedaías	Anani	Anaya
3745	עֲנָב	PN	settlement		False	False	Anab	Pedaías	Ananya	Anim
3746	עֲנָה	PN	person	1	False	False	Anah	Padán-aram	Ananya	Anem
3747	עֲנָה	PN	person	2	False	False	Anah	Fuvá	Anaq	Anamim
3748	עֲנָה	PN	person	3	False	False	Anah	Fut	Anaq	Anamelekh
3749	עָנָו	AT	attitudes and emotions		False	False	poor	Potifera	Aner	Anan
3750	עָנוּב	PN	person		False	False	Anub	Futiel	Aner	Anani
3751	עֲנוֹק	PN	person		False	False	Anak	Potifar	Anath	Ananya
3752	עֻנִּי	PN	person	1	False	False	Unni	cosmético negro para los ojos	Anatoth	Ananya
3753	עֻנִּי	PN	person	2	False	False	Unni	Pul	Anatoth	Enak
3754	עֲנָיָה	PN	person	1	False	False	Anaiah	Pul	Anatoth	orang Enak
3755	עֲנָיָה	PN	person	2	False	False	Anaiah	haba	Anatotite	Aner
3756	עָנִים	PN	settlement		False	False	Anim	Funitas	Antotiya	Aner
3757	עָנֵם	PN	settlement		False	False	Anem	Punón	Ofel	Anat
3758	עֲנָמִים	PN	group		False	False	Anamim	Puá	Ofni	Anatot
3759	עֲנַמֶּלֶךְ	PN	supernatural beings and powers		False	False	Anammelech	lagar	Efèr	Anatot
3760	עָנָן	PN	person		False	False	Anan	Porata	Efèr	Anatot
3761	עֲנָנִי	PN	person		False	False	Anani	Futitas	Efèr	orang Anatot
3762	עֲנַנְיָה	PN	person	1	False	False	Ananiah	Pahat-moab	Ofra	Antotia
3763	עֲנַנְיָה	PN	locale	2	False	False	Ananiah	topacio	Ofra	Ofel
3764	עֲנָק	PN	person	1	False	False	Anak	martillo	Ofra	Ofni
3765	עֲנָק	PN	group	2	False	False	Anakim	Bubastis	Ephrôn	Efer
3766	עָנֵר	PN	person	1	False	False	Aner	Pi-hahirot	Efrôn	Efer
3767	עָנֵר	PN	settlement	2	False	False	Aner	Ficol	Efrôn	Efer
3768	עֲנָת	PN	person		False	False	Anath	concubina	pin	Ofra
3769	עֲנָתוֹת	PN	settlement	1	False	False	Anathoth	Finees	avis	Ofra
3770	עֲנָתוֹת	PN	person	2	False	False	Anathoth	Finees	Eciôn-Guèvèr	Ofra
3771	עֲנָתוֹת	PN	person	3	False	False	Anathoth	Finees	Ecem	Efron
3772	עַנְּתּוֹתִי	PN	group		False	False	Anathothite	Pinón	Açmôn	Efron
3773	עַנְתֹּתִיָּה	PN	person		False	False	Anthothijah	Pisón	Aqqouv	Efron
3774	עֹפֶל	PN	nature		False	False	Ophel	Pitón	Aqqouv	pohon minyak
3775	עָפְנִי	PN	settlement		False	False	Ophni	Poquéret-hasebaím	Aqqouv	pertimbangan
3776	עֵפֶר	PN	person	1	False	False	Epher	Faluitas	Aqqouv	Ezion-Geber
3777	עֵפֶר	PN	person	2	False	False	Epher	Pelaías	Aqqouv	Ezem
3778	עֵפֶר	PN	person	3	False	False	Epher	Péleg	Aqân	Azmon
3779	עָפְרָה	PN	locale	1	False	False	Ophrah	Pildás	Eqèr	Akub
3780	עָפְרָה	PN	locale	2	False	False	Ophrah	Falú	scorpion	Akub
3781	עָפְרָה	PN	person	3	False	False	Ophrah	Pilhá	Eqrôn	Akub
3782	עֶפְרוֹן	PN	person	1	False	False	Ephron	Pélet	d'Eqrôn	Akub
3783	עֶפְרוֹן	PN	locale	2	False	False	Ephron	Pélet	Iqqesh	Akub
3784	עֶפְרַיִן	PN	settlement		False	False	Ephron	Paltí	Ar	Akan
3785	עֵץ	FL	trees		False	False	pine tree	Paltí	Er	Eker
3786	עֵצָה	AT	wisdom, understanding		False	False	counsel	Paltita	Er	kalajengking
3787	עֶצְיוֹן	PN	settlement		False	False	Ezion-Geber	Piltai	nuée d'insectes	Ekron
3788	עֶצֶם	PN	settlement		False	False	Ezem	Paltiel	tissage	orang Ekron
3789	עַצְמוֹן	PN	settlement		False	False	Azmon	Paltiel	Orev	Ikesh
3790	עַקּוּב	PN	person	1	False	False	Akkub	Pelatías	Arabie	Ar
3791	עַקּוּב	PN	person	2	False	False	Akkub	Pelatías	Arabie	Er
3792	עַקּוּב	PN	person	3	False	False	Akkub	Pelatías	Arabah	Er
3793	עַקּוּב	PN	person	4	False	False	Akkub	Pelatías	plaine	segerombolan serangga
3794	עַקּוּב	PN	person	5	False	False	Akkub	Pelaías	peuplier	bahan tenunan atau rajutan
3795	עֲקָן	PN	person		False	False	Akan	giro del huso	Arabe	Oreb
3796	עֵקֶר	PN	person		False	False	Eker	Palal	l'homme des steppes	Arab
3797	עַקְרָב	FA	insects, spiders, and worms		False	False	scorpion	Pelalías	Arvatite	Arabia
3798	עֶקְרוֹן	PN	settlement		False	False	Ekron	Paltita	âne sauvage	Araba
3799	עֶקְרוֹנִי	PN	group		False	False	Ekronite	balanza	Arad	gurun
3800	עִקֵּשׁ	PN	person		False	False	Ikkesh	Filistea	Arad	pohon kertau
3801	עָר	PN	settlement		False	False	Ar	Filisteos	onagre	orang Arab
3802	עֵר	PN	person	1	False	False	Er	Pélet	judicieux	orang Arab
3803	עֵר	PN	person	2	False	False	Er	Pélet	Aroër	orang Bet-Araba
3804	עָרֹב	FA	insects, spiders, and worms		False	False	swarm of insects	Peleteos	Aroérite	keledai liar
3805	עֵרֶב	RE	cloth		False	False	woven or knitted material	Penuel	Eri	Arad
3806	עֹרֵב	PN	person		False	False	Oreb	Penuel	Eri	Arad
3807	עֲרַב	PN	area		False	False	Arabia	Peniel	puissant	keledai liar
3808	עֲרָב	PN	area		False	False	Arabia	Penuel	s'amonceler	cerdik
3809	עֲרָבָה	PN	area	1	False	False	Arabah	corales	adresse	Aroer
3810	עֲרָבָה	RE	nature	2	False	False	desert	Peniná	plarane	orang Aroer
3811	עֲרָבָה	FL	trees	3	False	False	poplar tree	Pas-damim	Erân	Eri
3812	עַרְבִי	PN	group		False	False	Arab	Pisgá	Eranite	orang Eri
3813	עֲרָבִי	PN	group		False	False	Arab	Paséah	Aroër	orang lalim
3814	עַרְבָּתִי	PN	group		False	False	Arbathite	Paséah	nu	tidak disunat
3815	עֲרָד	FA	mammals; wild animals	1	True	False	wild ass	Paséah	Orpa	cerdik
3816	עֲרָד	PN	settlement	2	False	False	Arad	Pascua	Arqite	kebijaksaan
3817	עֲרָד	PN	person	3	False	False	Arad	Pasac	Asahel	pohon berangan
3818	עָרוֹד	FA	mammals; wild animals		False	False	wild ass	Pispá	Asahel	Eran
3819	ערוּם	AT	wisdom, understanding		False	False	crafty	Pau	Asahel	Eran
3820	עֲרוֹעֵר	PN	settlement		False	False	Aroer	Peor	Asahel	Aroer
3821	עֲרוֹעֵרִי	PN	group		False	False	Aroerite	Peor	Esaü	semak bulus
3822	עֵרִי	PN	person	1	False	False	Eri	Peultai	Asiël	Orpa
3823	עֵרִי	PN	group	2	False	False	Erite	Paarai	Asaya	orang Arki
3824	עָרִיץ	AT	morals and ethics		False	False	mighty	visitar	Asaya	Asael
3825	ערל	MI	?	1	False	False	regard as forbidden	castigo	Asaya	Asael
3826	ערל	MI	?	2	False	False	be disgraced	visitación	Asaya	Asael
3827	עָרֵל	RI	covenant; religious activities	1	False	False	uncircumcised person	Pecod	mite	Asael
3828	עָרֵל	AT	law	2	False	False	forbidden	Pécah	Ashwath	Esau
3829	עָרֵל	AT	behavior	3	False	False	unable to hear	Pecahías	Ashân	Asiel
3830	עָרֵל	MI	?	4	False	False	stubborn	calabaza silvestre	Esheq	Asaya
3831	עֲרַל	AT	communication		False	False	unable to speak well	asno o caballo salvaje	Ashtaroth	Asaya
3832	עָרְלָה	MI	body; parts		False	False	foreskin	Piram	Astartés	Asaya
3833	ערם	AT	wisdom, understanding		False	False	be crafty	mula	Ashtaroth-Qarnaïm	Asaya
3834	עָרְמָה	AT	wisdom, understanding		False	False	craftiness	mula	Ashteratite	ngengat
3835	עֶרְמוֹן	FL	trees		False	False	plane-tree	vaca	Itta-Qacîn	Asywat
3836	עֵרָן	PN	person		False	False	Eran	Pará	bouc	Asan
3837	עֵרָנִי	PN	group		False	False	Eranite	Purá	Attaï	Esek
3838	עַרְעוֹר	PN	settlement		False	False	Aroer	Perudá	Attaï	Asytarot
3839	עַרְעָר	FL	trees		False	False	juniper tree	Parúah	Attaï	Asytoret
3840	עָרְפָּה	PN	person		False	False	Orpah	Parvaim	Ataya	Asyterot-Karnaim
3841	עַרְקִי	PN	group		False	False	Arkite	Ferezeos	Atak	orang Asyterot
3842	עֲשָׂהאֵל	PN	person	1	False	False	Asahel	Perudá	Atlaï	Et-Kazin
3843	עֲשָׂהאֵל	PN	person	2	False	False	Asahel	Parmasta	Athalie	kambing jantan
3844	עֲשָׂהאֵל	PN	person	3	False	False	Asahel	Parnac	Atalya	Atai
3845	עֲשָׂהאֵל	PN	person	4	False	False	Asahel	Persia	Atalya	Atai
3846	עֵשָׂו	PN	person		False	False	Esau	águila	Otni	Atai
3847	עֲשִׂיאֵל	PN	person		False	False	Asiel	Persia	Otniel	Ataya
3848	עֲשָׂיָה	PN	person	1	False	False	Asaiah	Persa	Etèr	Atakh
3849	עֲשָׂיָה	PN	person	2	False	False	Asaiah	pulga	Parân	Atlai
3850	עֲשָׂיָה	PN	person	3	False	False	Asaiah	Parós	figue	Atalya
3851	עֲשָׂיָה	PN	person	4	False	False	Asaiah	Piratón	Paguiël	Atalya
3852	עָשׁ	FA	insects, spiders, and worms		False	False	moth	Piratonita	rachèter	Atalya
3853	עַשְׁוָת	PN	person		False	False	Ashvath	Farfar	laisser faire racheter	Otni
3854	עָשָׁן	PN	settlement		False	False	Ashan	Fares	racheter	Otniel
3855	עֵשֶׁק	PN	person		False	False	Eshek	Fares	Pedahel	Eter
3856	עַשְׁתָּרֹת	PN	settlement		False	False	Ashtaroth	Perasim	Pedahçour	Paran
3857	עַשְׁתֹּרֶת	PN	supernatural beings and powers		False	False	Ashtoreth	caballo de guerra	Padôn	ara awal
3858	עַשְׁתְּרֹת	PN	settlement		False	False	Ashteroth-Karnaim	Peres	Pedaya	Pagiel
3859	עַשְׁתְּרָתִי	PN	group		False	False	Ashterathite	Farsanestáin	Pedaya	menebus
3860	עֵת	PN	settlement		False	False	Eth-Kazin	Éufrates	Pedaya	membiarkan
3861	עַתּוּד	FA	mammals; domestic animals		False	False	male goat	Pashur	Pedaya	menebus
3862	עַתַּי	PN	person	1	False	False	Attai	Pashur	Pedaya	Pedael
3863	עַתַּי	PN	person	2	False	False	Attai	Pashur	Pedayahou	Pedazur
3864	עַתַּי	PN	person	3	False	False	Attai	Pashur	la plaine	Padon
3865	עֲתָיָה	PN	person		False	False	Athaiah	falta	Paddan-aram	Pedaya
3866	עֲתָךְ	PN	settlement		False	False	Athach	delito	Pouva	Pedaya
3867	עַתְלַי	PN	person		False	False	Athlai	lino	Pouva	Pedaya
3868	עֲתַלְיָה	PN	person	1	False	False	Athaliah	lino	Poua	Pedaya
3869	עֲתַלְיָה	PN	person	2	False	False	Athaliah	Petuel	Pouth	Pedaya
3870	עֲתַלְיָה	PN	person	3	False	False	Athaliah	grabadura	Poti-Phéra	Pedaya
3871	עָתְנִי	PN	person		False	False	Othni	Petor	Poutiël	Padan
3872	עָתְנִיאֵל	PN	person		False	False	Othniel	grabar	Potiphar	Padan-Aram
3873	עֶתֶר	PN	settlement		False	False	Eter	Petahías	fard	Pua
3874	פָּארָן	PN	nature		False	False	Paran	Petahías	Poul	Pua
3875	פַּג	FL	fruits		False	False	early fig	Petahías	Pouth	Pua
3876	פַּגְעִיאֵל	PN	person		False	False	Pagiel	sencillo	haricot	Put
3877	פדה	MI	help, protect, save	1	False	False	to redeem	cordón	Pounites	Potifera
3878	פדה	MI	help, protect, save	2	False	False	to let be redeemed	cinta de lino	Pounôn	Putiel
3879	פדה	MI	help, protect, save	3	False	False	to redeem	Pitón	Poua	Potifar
3880	פְּדַהְאֵל	PN	person		False	False	Pedahel	cobra	pressoir	batu hitam
3881	פְּדָהצוּר	PN	person		False	False	Pedahzur	Patros	Porata	Pul
3882	פָּדוֹן	PN	person		False	False	Padon	Patrusim	Poutites	orang Pul
3883	פְּדָיָה	PN	person	1	False	False	Pedaiah	rebaño de ovejas	gouverneur d'une province	kacangan
3884	פְּדָיָה	PN	person	2	False	False	Pedaiah	Zaanán	gouverneur d'une province	Pua
3885	פְּדָיָה	PN	person	3	False	False	Pedaiah	lagarto	Pahath-Moab	Funon
3886	פְּדָיָה	PN	person	4	False	False	Pedaiah	carro	topaze	Pua
3887	פְּדָיָה	PN	person	5	False	False	Pedaiah	anfitrión del cielo	marteau de forge	alat pemeras anggur
3888	פְּדָּיָהוּ	PN	person		False	False	Pedaiah	ejército	Pi-Bèseth	Porata
3889	פַּדָּן	PN	locale		False	False	Paddan	todopoderoso	Pi-Hahiroth	orang Puti
3890	פַּדַּן אֲרָם	PN	locale		False	False	Paddan-aram	Seboím	Pikol	gubernur provinsi
3891	פּוּאָה	PN	person	1	False	False	Puah	hiena	concubine	gubernur provinsi
3892	פּוּאָה	PN	person	2	False	False	Puah	gacela macho	Pinhas	Pahat-Moab
3893	פֻּוָּה	PN	person		False	False	Puvah	Sibiá	Pinhas	batu topas
3894	פּוּט	PN	person; area		False	False	Put	Sibiá	Pinhas	palu
3895	פּוֹטִי	PN	person		False	False	Potiphera	gacela hembra	Pinôn	Pi-Beset
3896	פּוּטִיאֵל	PN	person		False	False	Putiel	prenda teñida de colores	Pishôn	Pi-Hahirot
3897	פּוֹטִיפַר	PN	person		False	False	Potiphar	Sibón	Pitôn	Pikhol
3898	פּוּךְ	RE	gemstones		False	False	antimony	Sibón	Pokéreth-Ha-Cevaïm	selir
3899	פּוּל	PN	person	1	False	False	Pul	Seboím	Pallouite	Pinehas
3900	פּוּל	PN	group	2	False	False	Pul	Sedad	Pelaya	Pinehas
3901	פּוֹל	FL	food		False	False	beans	Sadoc	Pèleg	Pinehas
3902	פּוּנִי	PN	group		False	False	Punite	Sadoc	Pildash	Pinon
