	term	domain	category	sense	AR	DC	en	es	fr	id
1826	חֵרֶם	RI	pure, clean, holy; violence, harm, destroy, kill; separation	2	False	False	something devoted to God	Tobías	Harrân	gunung Hermon
1827	חֳרֵם	PN	settlement		False	False	Horem	Tobías	Harân	sabit
1828	חָרְמָה	PN	locale		False	False	Hormah	Tobías	Horonite	Haran
1829	חֶרְמוֹן	PN	nature		False	False	Hermon	recubrir	Harnèfèr	Haran
1830	חֶרְמֵשׂ	RE	agriculture		False	False	sickle	tumor	Hèrès	orang Horon
1831	חָרָן	PN	settlement	1	False	False	Haran	material para recubrir	Haref	Harnefer
1832	חָרָן	PN	person	2	False	False	Haran	remendar	forger	Heres
1833	חֹרֹנִי	PN	group		False	False	Horonite	Telaím	forger	Haref
1834	חַרְנֶפֶר	PN	person		False	False	Harnepher	cordero	charpentiers	membajak
1835	חֶרֶס	PN	settlement		False	False	Heres	Télem	Hèresh	mengukir
1836	חָרֵף	PN	person		False	False	Hareph	Télem	Harsha	ahli
1837	חרשׁ	RE	agriculture	1	False	False	to plow	Talmón	Horesha	Heresh
1838	חרשׁ	RE	crafts; writing; communication	2	False	False	to engrave	Talmón	l'art de produire un objet façonné à partir de matériaux bruts	Harsa
1839	חָרָשׁ	BE	people; crafts; occupations		False	False	craftsman	ser o llegar a ser impuro	Harosheth-Goïm	Koresa
1840	חֶרֶשׁ	PN	person		False	False	Heresh	impuro	Hèreth	ukiran
1841	חַרְשָׁא	PN	person		False	False	Harsha	impureza	Hasoufa	Haroset-Hagoyim
1842	חֹרְשָׁה	PN	locale		False	False	Horesh	embarrar	Hashbaddana	Heret
1843	חֲרֹשֶׁת	RE	crafts		False	False	engraving	cubrir	Hashouva	Hasufa
1844	חֲרֹשֶׁת	PN	locale		False	False	Harosheth-Hagoyim	Tafat	Heshbôn	Hasbadana
1845	חֶרֶת	PN	nature		False	False	Hereth	Jaazanías	Hashavya	Hasuba
1846	חֲשׂוּפָא	PN	person		False	False	Hasupha	Jaazanías	Hashavya	Hesbon
1847	חַשְׁבַּדָּנָה	PN	person		False	False	Hashbaddanah	Jaazanías	Hashavya	Hasabya
1848	חֲשֻׁבָה	PN	person		False	False	Hashubah	Jaazanías	Hashavya	Hasabya
1849	חֶשְׁבּוֹן	PN	settlement		False	False	Heshbon	Jaír	Hashavya	Hasabya
1850	חֲשַׁבְיָה	PN	person	1	False	False	Hashabiah	Jaír	Hashavya	Hasabya
1851	חֲשַׁבְיָה	PN	person	2	False	False	Hashabiah	Jaír	Hashavya	Hasabya
1852	חֲשַׁבְיָה	PN	person	3	False	False	Hashabiah	Nilo	Hashavyahou	Hasabya
1853	חֲשַׁבְיָה	PN	person	4	False	False	Hashabiah	río	Hashavyahou	Hasabya
1854	חֲשַׁבְיָה	PN	person	5	False	False	Hashabiah	Jaireo	Hashavyahou	Hasabya
1855	חֲשַׁבְיָה	PN	person	6	False	False	Hashabiah	Josías	Hashavna	Hasabya
1856	חֲשַׁבְיָה	PN	person	7	False	False	Hashabiah	Josías	Hashavneya	Hasabya
1857	חֲשַׁבְיָהוּ	PN	person	1	False	False	Hashabiah	Jeatrai	Hashavneya	Hasabna
1858	חֲשַׁבְיָהוּ	PN	person	2	False	False	Hashabiah	Jebús	Hashouv	Hasabneya
1859	חֲשַׁבְיָהוּ	PN	person	3	False	False	Hashabiah	Jebuseos	Hashouv	Hasabneya
1860	חֲשַׁבְנָה	PN	person		False	False	Hashabnah	Ibhar	Houshim	Hasub
1861	חֲשַׁבְנְיָה	PN	person	1	False	False	Hashabneiah	Jabín	Hashoum	Hasub
1862	חֲשַׁבְנְיָה	PN	person	2	False	False	Hashabneiah	Jabín	Housham	Husim
1863	חַשּׁוּב	PN	person	1	False	False	Hasshub	Jabal	Houshim	Hasum
1864	חַשּׁוּב	PN	person	2	False	False	Hasshub	Ibleam	Heshmôn	Husyam
1865	חֻשִׁים	PN	person		False	False	Hushim	Jabneel	Hashmona	Husim
1866	חָשֻׁם	PN	person		False	False	Hashum	Jabneel	foin	Hesmon
1867	חֻשָׁם	PN	person		False	False	Husham	Jabnia	de Housha	Hasmona
1868	חֻשִׁם	PN	person		False	False	Hushim	Ibneías	Heth	rumput
1869	חֶשְׁמוֹן	PN	locale		False	False	Heshmon	Ibneías	Hittite	orang Husa
1870	חַשְׁמֹנָה	PN	locale		False	False	Hashmonah	Jaboc	Hétlôn	Het
1871	חֲשַׁשׁ	FL	grasses		False	False	grass	Jeberequías	Hatath	Het
1872	חֻשָׁתִי	PN	group		False	False	of Hushah	Ibsam	Tavéel	Hetlon
1873	חֵת	PN	person		False	False	Heth	Jabés	Tavéel	Hatat
1874	חִתִּי	PN	group		False	False	Hittite	Jabés	Tèvah	Tabeel
1875	חֶתְלֹן	PN	locale		False	False	Hethlon	Igal	Tivhath	Tabeel
1876	חֲתַת	PN	person		False	False	Hatath	Igal	Tevalyahou	Tebah
1877	טָבְאַל	PN	person		False	False	Tabeel	Igal	Tabbaoth	Tibhat
1878	טָבְאֵל	PN	person		False	False	Tabeel	Jogbehá	Tavrimmôn	Tebalya
1879	טֶבַח	PN	person		False	False	Tebah	Igdalías	Tabbath	Tabaot
1880	טִבְחַת	PN	settlement		False	False	Tibhath	Jagur	sans saleté	Tabrimon
1881	טְבַלְיָהוּ	PN	person		False	False	Tebaliah	Joglí	être pur	Tabat
1882	טַבָּעוֹת	PN	person		False	False	Tabbaoth	Idalá	clair	murni
1883	טַבְרִמֹּן	PN	person		False	False	Tabrimmon	Idbás	purification	murni
1884	טַבָּת	PN	settlement		False	False	Tabbath	alabar	Tov	kemurnian
1885	טָהוֹר	AT	pure, clean, holy		False	False	pure	confesar	Tov-Adoniya	kemurnian
1886	טהר	AT	clean, pure, holy		False	False	be pure	Idó	Toviya	Tob
1887	טֹהַר	AT	clean, pure, holy		False	False	purity	Jadón	Toviya	Tob-Adonia
1888	טָהֳרָה	AT	clean, pure, holy		False	False	purity	Jadúa	Toviya	Tobia
1889	טוֹב	PN	area		False	False	Tob	Jadúa	Toviyahou	Tobia
1890	טוֹב	PN	person		False	False	Tob-Adonijah	Jedutún	plâtrer	Tobia
1891	טוֹבִיָּה	PN	person	1	False	False	Tobiah	Jadau	tumeurs	Tobia
1892	טוֹבִיָּה	PN	person	2	False	False	Tobiah	Jedidá	plâtre	menutupi
1893	טוֹבִיָּה	PN	person	3	False	False	Tobiah	Jedidías	raccorder	tumor
1894	טוֹבִיָּהוּ	PN	person		False	False	Tobijah	Jedaías	Telaïm	plester
1895	טוח	RE	construction		False	False	to cover	Jedaías	agneau	menambal
1896	טְחֹרִים	MI	diseases; health		False	False	tumors	Jediael	Tèlem	Telaim
1897	טִיחַ	RE	construction		False	False	plaster	Jediael	Tèlem	anak domba
1898	טלא	RE	crafts; clothing		False	False	to patch	Jediael	Talmôn	Telem
1899	טְלָאִים	PN	locale		False	False	Telaim	Jediael	Talmôn	Telem
1900	טָלֶה	FA	mammals; domestic animals		False	False	lamb	Idlaf	être ou devenir impur	Talmon
1901	טֶלֶם	PN	locale	1	False	False	Telem	Jadá	impur	Talmon
1902	טֶלֶם	PN	person	2	False	False	Telem	Jedaías	impureté	menjadi najis
1903	טַלְמוֹן	PN	person	1	False	False	Talmon	Jedaías	enduire	najis
1904	טַלְמוֹן	PN	person	2	False	False	Talmon	Jedaías	enduire	kenajisan
1905	טמא	AT	clean, pure, holy		False	False	be unclean	Jedaías	Tafath	menutupi
1906	טָמֵא	AT	clean, pure, holy		False	False	unclean	adivino	Yaazanya	menutupi
1907	טֻמְאָה	AT	?		False	False	uncleanness	Yah	Yaazanya	Tafat
1908	טפל	RE	construction	1	False	False	to whitewash	Jahdai	Yaazanyahou	Yaazanya
1909	טפל	AT	atone, forgive	2	False	False	to cover > to forgive	Jehú	Yaazanyahou	Yaazanya
1910	טָפַת	PN	person		False	False	Taphath	Jehú	Yaïr	Yaazanya
1911	יַאֲזַנְיָה	PN	person	1	False	False	Jaazaniah	Jehú	Yaïr	Yaazanya
1912	יַאֲזַנְיָה	PN	person	2	False	False	Jaazaniah	Jehú	Yaïr	Yair
1913	יַאֲזַנְיָהוּ	PN	person	1	False	False	Jaazaniah	Jehú	Nil	Yair
1914	יַאֲזַנְיָהוּ	PN	person	2	False	False	Jaazaniah	Joacaz	rivière	Yair
1915	יָאִיר	PN	person	1	False	False	Jair	Joacaz	la rivière	sungai Nil
1916	יָאִיר	PN	person	2	False	False	Jair	Joacaz	tunnel	saluran
1917	יָאִיר	PN	person	3	False	False	Jair	Joás	Yaïrite	sungai
1918	יְאֹר	PN	nature	1	False	False	Nile	Joás	Yoshiya	terowongan
1919	יְאֹר	RE	nature	2	False	False	Nile's branches	Judá	Josias	orang Yair
1920	יְאֹר	RE	nature	3	False	False	the river	Jehúd	Yeotraï	Yosia
1921	יְאֹר	RE	constructions	4	False	False	tunnel	Judá	Jébus	Yosia
1922	יָאִרִי	PN	group		False	False	Jairite	Judá	Jébusite	Yeatrai
1923	יֹאשִׁיָּה	PN	person		False	False	Josiah	judío	Yivhar	Yebus
1924	יֹאשִׁיָּהוּ	PN	person		False	False	Josiah	Judá	Yavîn	orang Yebus
1925	יְאָתְרַי	PN	person		False	False	Jeatherai	Judíos	Yavîn	Yibhar
1926	יְבוּס	PN	settlement		False	False	Jebus	Jehudí	Yabal	Yabin
1927	יְבוּסִי	PN	group		False	False	Jebusite	Judit	Yivléâm	Yabin
1928	יִבְחָר	PN	person		False	False	Ibhar	Yahvé	Yavnéel	Yabal
1929	יָבִין	PN	person	1	False	False	Jabin	Jozabad	Yavnéel	Yibleam
1930	יָבִין	PN	person	2	False	False	Jabin	Jozabad	Yavné	Yabneel
1931	יָבָל	PN	person		False	False	Jabal	Jozabad	Yivniya	Yabneel
1932	יִבְלְעָם	PN	settlement		False	False	Ibleam	Johanán	Yivneya	Yabne
1933	יַבְנְאֵל	PN	settlement	1	False	False	Jabneel	Johanán	Yabboq	Yibnia
1934	יַבְנְאֵל	PN	settlement	2	False	False	Jabneel	Johanán	Yevèrèkyahou	Yibnea
1935	יַבְנֵה	PN	settlement		False	False	Jabneh	Johanán	Yivsam	sungai Yabok
1936	יִבְנִיָּה	PN	person		False	False	Ibnijah	Johanán	Yavesh	Yeberekhya
1937	יִבְנְיָה	PN	person		False	False	Ibneiah	Joiadá	Yavesh	Yibsam
1938	יַבֹּק	PN	nature		False	False	Jabbok	Joiadá	Yiguéal	Yabesh
1939	יְבֶרֶכְיָהוּ	PN	person		False	False	Jeberechiah	Joiadá	Yiguéal	Yabesh
1940	יִבְשָׂם	PN	person		False	False	Ibsam	Joaquín	Yiguéal	Yigal
1941	יָבֵשׁ	PN	settlement	1	False	False	Jabesh	Joaquim	Yogboha	Yigal
1942	יָבֵשׁ	PN	person	2	False	False	Jabesh	Joiarib	Yigdalyahou	Yigal
1943	יִגְאָל	PN	person	1	False	False	Igal	Joiarib	Yagour	Yogbeha
1944	יִגְאָל	PN	person	2	False	False	Igal	Jucal	Yogli	Yigdalya
1945	יִגְאָל	PN	person	3	False	False	Igal	Jonadab	Yidéala	Yagur
1946	יָגְבֳּהָה	PN	settlement		False	False	Jogbehah	Jonadab	Yidbash	Yogli
1947	יִגְדַּלְיָהוּ	PN	person		False	False	Igdaliah	Jonatán	louer	Yidala
1948	יָגוּר	PN	locale		False	False	Jagur	Jonatán	confesser	Idbas
1949	יָגְלִי	PN	person		False	False	Jogli	Jonatán	Iddo	mengakui
1950	יִדְאֲלָה	PN	settlement		False	False	Idalah	Jonatán	Yadôn	mengaku
1951	יִדְבָּשׁ	PN	person		False	False	Idbash	Jonatán	Yaddoua	Yido
1952	ידה	AT	honor, respect, status	1	False	False	to acknowledge	Jonatán	Yaddoua	Yadon
1953	ידה	AT	guilt, responsibility	2	False	False	to admit	José	Yedoutoun	Yadua
1954	יִדּוֹ	PN	person		False	False	Iddo	Joadá	Yaddaï	Yadua
1955	יָדוֹן	PN	person		False	False	Jadon	Joadán	Yedida	Yedutun
1956	יַדּוּעַ	PN	person	1	False	False	Jaddua	Josadac	Yedidya	Yadai
1957	יַדּוּעַ	PN	person	2	False	False	Jaddua	Joram	Yedaya	Yedida
1958	יְדוּתוּן	PN	person		False	False	Jeduthun	Joram	Yedaya	Yedija
1959	יַדַּי	PN	person		False	False	Jaddai	Joram	Yediaël	Yedaya
1960	יְדִידָה	PN	person		False	False	Jedidah	Joseba	Yediaël	Yedaya
1961	יְדִידְיָהּ	PN	person		False	False	Jedidiah	Joseba	Yediaël	Yediael
1962	יְדָיָה	PN	person	1	False	False	Jedaiah	Josué	Yediaël	Yediael
1963	יְדָיָה	PN	person	2	False	False	Jedaiah	Josué	Yidlaf	Yediael
1964	יְדִיעֲאֵל	PN	person	1	False	False	Jediael	Josué	Yada	Yediael
1965	יְדִיעֲאֵל	PN	person	2	False	False	Jediael	Josué	Yedaya	Yidlaf
1966	יְדִיעֲאֵל	PN	person	3	False	False	Jediael	Josafat	Yedaya	Yada
1967	יְדִיעֲאֵל	PN	person	4	False	False	Jediael	Josafat	Yedaya	Yedaya
1968	יִדְלָף	PN	person		False	False	Jidlaph	Josafat	Yedaya	Yedaya
1969	יָדָע	PN	person		False	False	Jada	Josafat	divination	Yedaya
1970	יְדַעְיָה	PN	person	1	False	False	Jedaiah	Josafat	Seigneur	Yedaya
1971	יְדַעְיָה	PN	person	2	False	False	Jedaiah	Jahaleel	Yahdaï	peramal
1972	יְדַעְיָה	PN	person	3	False	False	Jedaiah	Jehaleel	Jéhu	Yah
1973	יְדַעְיָה	PN	person	4	False	False	Jedaiah	diamante	Jéhu	Yohdai
1974	יִדְּעֹנִי	BE	people; paganism; rituals		False	False	medium	Jahas	Yéhou	Yehu
1975	יָהּ	PN	supernatural beings and powers		False	False	Yah	Jahas	Jéhu	Yehu
1976	יָהְדָּי	PN	person		False	False	Jahdai	Joab	Yéhou	Yehu
1977	יֵהוּא	PN	person	1	False	False	Jehu	Joab	Yoakhaz	Yehu
1978	יֵהוּא	PN	person	2	False	False	Jehu	Joab	Yoakhaz	Yehu
1979	יֵהוּא	PN	person	3	False	False	Jehu	Joah	Yoakhaz	Yoahas
1980	יֵהוּא	PN	person	4	False	False	Jehu	Joah	Joas	Yoahas
1981	יֵהוּא	PN	person	5	False	False	Jehu	Joah	Joas	Yoahas
1982	יְהוֹאָחָז	PN	person	1	False	False	Jehoahaz	Joah	Juda	Yoas
1983	יְהוֹאָחָז	PN	person	2	False	False	Jehoahaz	Joacaz	Yehoud	Yoas
1984	יְהוֹאָחָז	PN	person	3	False	False	Jehoahaz	Joacaz	Juda	Yehuda
1985	יְהוֹאָשׁ	PN	person	1	False	False	Jehoash	Joacaz	Juda	Yehud
1986	יְהוֹאָשׁ	PN	person	2	False	False	Jehoash	Joel	Juif	Yehuda
1987	יְהוּד	PN	area		True	False	Judah	Joel	de Juda	Yehuda
1988	יְהוּד	PN	settlement; area		False	False	Judah	Joel	Juif	orang Yahudi
1989	יְהוּדָה	PN	person; area	1	False	False	Judah	Joel	en judéen	orang Yehuda
1990	יְהוּדָה	PN	person	2	False	False	Judah	Joel	Yehoudith	Yehuda
1991	יְהוּדָי	PN	group		True	False	Jew	Joel	Éternel	Yehudi
1992	יְהוּדִי	PN	group	1	False	False	Judah	Joel	Yehozavad	Yudit
1993	יְהוּדִי	PN	language	2	False	False	Judean	Joel	Yehozavad	YHWH
1994	יְהוּדִי	PN	person	3	False	False	Judah	Joel	Yehozavad	Yozabad
1995	יְהוּדִית	PN	person		False	False	Judith	Joel	Yehohanân	Yozabad
1996	יהוה	PN	supernatural beings and powers		False	False	YHWH	Joel	Yehohanân	Yozabad
1997	יְהוֹזָבָד	PN	person	1	False	False	Jehozabad	Joel	Yehohanân	Yohanan
1998	יְהוֹזָבָד	PN	person	2	False	False	Jehozabad	Joás	Yehohanân	Yohanan
1999	יְהוֹזָבָד	PN	person	3	False	False	Jehozabad	Joás	Yehohanân	Yohanan
2000	יְהוֹחָנָן	PN	person	1	False	False	Jehohanan	Joás	Yehoyada	Yohanan
2001	יְהוֹחָנָן	PN	person	2	False	False	Jehohanan	Joás	Yehoyada	Yohanan
2002	יְהוֹחָנָן	PN	person	3	False	False	Jehohanan	Joás	Yehoyada	Yoyada
2003	יְהוֹחָנָן	PN	person	4	False	False	Jehohanan	Joás	Yoyakîn	Yoyada
2004	יְהוֹחָנָן	PN	person	5	False	False	Jehohanan	Job	Yoyaqim	Yoyada
2005	יְהוֹיָדָע	PN	person	1	False	False	Jehoiada	Jobab	Yehoyariv	Yoyakhin
2006	יְהוֹיָדָע	PN	person	2	False	False	Jehoiada	Jobab	Yehoyariv	Yoyakim
2007	יְהוֹיָדָע	PN	person	3	False	False	Jehoiada	Jobab	Yehoukal	Yoyarib
2008	יְהוֹיָכִין	PN	person		False	False	Jehoiachin	Jobab	Yonadav	Yoyarib
2009	יְהוֹיָקִים	PN	person		False	False	Jehoiakim	Jobab	Yonadav	Yukhal
2010	יְהוֹיָרִיב	PN	person	1	False	False	Jehoiarib	Jubal	Jonathan	Yonadab
2011	יְהוֹיָרִיב	PN	person	2	False	False	Jehoiarib	jubileo	Jonathan	Yonadab
2012	יְהוּכַל	PN	person		False	False	Jehucal	Josacar	Yehonatân	Yonatan
2013	יְהוֹנָדָב	PN	person	1	False	False	Jehonadab	Jozabad	Yehonatân	Yonatan
2014	יְהוֹנָדָב	PN	person	2	False	False	Jehonadab	Jozabad	Yonatân	Yonatan
2015	יְהוֹנָתָן	PN	person	1	False	False	Jonathan	Jozabad	Yonatân	Yonatan
2016	יְהוֹנָתָן	PN	person	2	False	False	Jonathan	Jozabad	Joseph	Yonatan
2017	יְהוֹנָתָן	PN	person	3	False	False	Jonathan	Jozabad	Yehoadda	Yonatan
2018	יְהוֹנָתָן	PN	person	4	False	False	Jonathan	Johá	Yehoaddân	Yusuf
2019	יְהוֹנָתָן	PN	person	5	False	False	Jonathan	Johá	Yehosadaq	Yoada
2020	יְהוֹנָתָן	PN	person	6	False	False	Jonathan	Johanán	Yoram	Yoadan
2021	יְהוֹסֵף	PN	person		False	False	Joseph	Johanán	Yoram	Yozadak
2022	יְהוֹעַדָּה	PN	person		False	False	Jehoaddah	Johanán	Yoram	Yoram
2023	יְהוֹעַדָּן	PN	person		False	False	Jehoaddin	Johanán	Yehoshèva	Yoram
2024	יְהוֹצָדָק	PN	person		False	False	Jehozadak	Johanán	Yehoshavath	Yoram
2025	יְהוֹרָם	PN	person	1	False	False	Jehoram	Johanán	Josué	Yoseba
2026	יְהוֹרָם	PN	person	2	False	False	Jehoram	Johanán	Josué	Yosafat
2027	יְהוֹרָם	PN	person	3	False	False	Jehoram	Joiadá	Josué	Yosua
2028	יְהוֹשֶׁבַע	PN	person		False	False	Jehosheba	Joiadá	Josué	Yosua
2029	יְהוֹשַׁבְעַת	PN	person		False	False	Jehoshabeath	Joaquín	Yehoshafath	Yosua
2030	יְהוֹשׁוּעַ	PN	person	1	False	False	Joshua	Joaquim	Yehoshafath	Yosua
2031	יְהוֹשׁוּעַ	PN	group	2	False	False	Joshua	Joiarib	Josaphat	Yosafat
2032	יְהוֹשׁוּעַ	PN	person	3	False	False	Joshua	Joiarib	Josaphat	Yosafat
2033	יְהוֹשׁוּעַ	PN	person	4	False	False	Joshua	Joiarib	Le Seigneur juge	Yosafat
2034	יְהוֹשָׁפָט	PN	person	1	False	False	Jehoshaphat	Jocabed	Yehallélel	Yosafat
2035	יְהוֹשָׁפָט	PN	person	2	False	False	Jehoshaphat	Jucal	Yehallélel	Yosafat
2036	יְהוֹשָׁפָט	PN	person	3	False	False	Jehoshaphat	Javán	pierre précieuse	Yehaleleel
2037	יְהוֹשָׁפָט	PN	person	4	False	False	Jehoshaphat	Jonadab	Yahça	Yehaleleel
2038	יְהוֹשָׁפָט	PN	nature	5	False	False	Jehoshaphat	Jonadab	Yahça	yaspis hijau
2039	יְהַלֶּלְאֵל	PN	person	1	False	False	Jehallelel	paloma	Joab	Yahas
2040	יְהַלֶּלְאֵל	PN	person	2	False	False	Jehallelel	Jonás	Yoav	Yahas
2041	יָהֲלֹם	RE	gemstones		False	False	diamond	Griegos	Yoav	Yoab
2042	יַהַץ	PN	settlement		False	False	Jahaz	José	Yoah	Yoab
2043	יַהְצָה	PN	settlement		False	False	Jahzah	José	Yoah	Yoab
2044	יוֹאָב	PN	person	1	False	False	Joab	José	Yoah	Yoah
2045	יוֹאָב	PN	person	2	False	False	Joab	José	Yoah	Yoah
2046	יוֹאָב	PN	person	3	False	False	Joab	Josifías	Yoakhaz	Yoah
2047	יוֹאָח	PN	person	1	False	False	Joah	Joelá	Yoahaz	Yoah
2048	יוֹאָח	PN	person	2	False	False	Joah	Joed	Yoakhaz	Yoahas
2049	יוֹאָח	PN	person	3	False	False	Joah	Joézer	Yoël	Yoahas
2050	יוֹאָח	PN	person	4	False	False	Joah	Joás	Yoël	Yoahas
2051	יוֹאָחָז	PN	person	1	False	False	Joahaz	Joás	Yoël	Yoel
2052	יוֹאָחָז	PN	person	2	False	False	Joahaz	Josadac	Yoël	Yoel
2053	יוֹאָחָז	PN	person	3	False	False	Joahaz	Josadac	Yoël	Yoel
2054	יוֹאֵל	PN	person	1	False	False	Joel	Joaquim	Yoël	Yoel
2055	יוֹאֵל	PN	person	2	False	False	Joel	Jorá	Yoël	Yoel
2056	יוֹאֵל	PN	person	3	False	False	Joel	Jorai	Yoël	Yoel
2057	יוֹאֵל	PN	person	4	False	False	Joel	Jusab-hésed	Yoël	Yoel
2058	יוֹאֵל	PN	person	5	False	False	Joel	Josibías	Yoël	Yoel
2059	יוֹאֵל	PN	person	6	False	False	Joel	Josías	Yoël	Yoel
2060	יוֹאֵל	PN	person	7	False	False	Joel	Josavía	Joël	Yoel
2061	יוֹאֵל	PN	person	8	False	False	Joel	Josafat	Yoash	Yoel
2062	יוֹאֵל	PN	person	9	False	False	Joel	Josafat	Yoash	Yoel
2063	יוֹאֵל	PN	person	10	False	False	Joel	Jotam	Joas	Yoas
2064	יוֹאֵל	PN	person	11	False	False	Joel	Jotam	Joas	Yoas
2065	יוֹאֵל	PN	person	12	False	False	Joel	Jotam	Yoash	Yoas
2066	יוֹאָשׁ	PN	person	1	False	False	Joash	Jeziel	Yoash	Yoas
2067	יוֹאָשׁ	PN	person	2	False	False	Joash	Jezías	Yov	Yoas
2068	יוֹאָשׁ	PN	person	3	False	False	Joash	Jaziz	Yovav	Ayub
2069	יוֹאָשׁ	PN	person	4	False	False	Joash	Izlías	Yovav	Yobab
2070	יוֹאָשׁ	PN	person	5	False	False	Joash	Azarías	Yovav	Yobab
2071	יוֹאָשׁ	PN	person	6	False	False	Joash	Jezanías	Yovav	Yobab
2072	יוֹב	PN	person		False	False	Iob	Izraíta	Yovav	Yobab
2073	יוֹבָב	PN	person	1	False	False	Jobab	Israhías	Youbal	Yobab
2074	יוֹבָב	PN	person	2	False	False	Jobab	Izrahías	corne	Yubal
2075	יוֹבָב	PN	person	3	False	False	Jobab	Jezreel	Yozavad	tahun pembebasan
2076	יוֹבָב	PN	person	4	False	False	Jobab	Jezreel	Yozavad	Yozabad
2077	יוֹבָב	PN	person	5	False	False	Jobab	Jezreel	Yozavad	Yozabad
2078	יוּבָל	PN	person		False	False	Jubal	Jezreel	Yozavad	Yozabad
2079	יוֹבֵל	MI	festivals; calendar		False	False	year of acquittance	Jezreelita	Yozavad	Yozabad
2080	יוֹזָבָד	PN	person	1	False	False	Jozabad	Jahdó	Yozavad	Yozabad
2081	יוֹזָבָד	PN	person	2	False	False	Jozabad	Jahdiel	Yoha	Yozabad
2082	יוֹזָבָד	PN	person	3	False	False	Jozabad	Jehedías	Yoha	Yoha
