	term	domain	es	vrefs	silnlp_line_number
35991	יִשְׂרָאֵל	PN	Jéter	2CH 34:33	11971.0
35992	יִשְׂרָאֵל	PN	Jéter	2CH 35:3	11974.0
35993	יִשְׂרָאֵל	PN	Jéter	2CH 35:3	11974.0
35994	יִשְׂרָאֵל	PN	Jéter	2CH 35:3	11974.0
35995	יִשְׂרָאֵל	PN	Jéter	2CH 35:4	11975.0
35996	יִשְׂרָאֵל	PN	Jéter	2CH 35:17	11988.0
35997	יִשְׂרָאֵל	PN	Jéter	2CH 35:18	11989.0
35998	יִשְׂרָאֵל	PN	Jéter	2CH 35:18	11989.0
35999	יִשְׂרָאֵל	PN	Jéter	2CH 35:18	11989.0
36000	יִשְׂרָאֵל	PN	Jéter	2CH 35:25	11996.0
36001	יִשְׂרָאֵל	PN	Jéter	2CH 35:27	11998.0
36002	יִשְׂרָאֵל	PN	Jéter	2CH 36:8	12006.0
36003	יִשְׂרָאֵל	PN	Jéter	2CH 36:13	12011.0
36004	יִשְׂרָאֵל	PN	Jéter	EZR 1:3	12024.0
36005	יִשְׂרָאֵל	PN	Jéter	EZR 2:2	12034.0
36006	יִשְׂרָאֵל	PN	Jéter	EZR 2:59	12091.0
36007	יִשְׂרָאֵל	PN	Jéter	EZR 2:70	12102.0
36008	יִשְׂרָאֵל	PN	Jéter	EZR 3:1	12103.0
36009	יִשְׂרָאֵל	PN	Jéter	EZR 3:2	12104.0
36010	יִשְׂרָאֵל	PN	Jéter	EZR 3:10	12112.0
36011	יִשְׂרָאֵל	PN	Jéter	EZR 3:11	12113.0
36012	יִשְׂרָאֵל	PN	Jéter	EZR 4:1	12116.0
36013	יִשְׂרָאֵל	PN	Jéter	EZR 4:3	12118.0
36014	יִשְׂרָאֵל	PN	Jéter	EZR 4:3	12118.0
36015	יִשְׂרָאֵל	PN	Jéter	EZR 6:21	12177.0
36016	יִשְׂרָאֵל	PN	Jéter	EZR 6:21	12177.0
36017	יִשְׂרָאֵל	PN	Jéter	EZR 6:22	12178.0
36018	יִשְׂרָאֵל	PN	Jéter	EZR 7:6	12184.0
36019	יִשְׂרָאֵל	PN	Jéter	EZR 7:7	12185.0
36020	יִשְׂרָאֵל	PN	Jéter	EZR 7:10	12188.0
36021	יִשְׂרָאֵל	PN	Jéter	EZR 7:11	12189.0
36022	יִשְׂרָאֵל	PN	Jéter	EZR 7:28	12206.0
36023	יִשְׂרָאֵל	PN	Jéter	EZR 8:18	12224.0
36024	יִשְׂרָאֵל	PN	Jéter	EZR 8:25	12231.0
36025	יִשְׂרָאֵל	PN	Jéter	EZR 8:29	12235.0
36026	יִשְׂרָאֵל	PN	Jéter	EZR 8:35	12241.0
36027	יִשְׂרָאֵל	PN	Jéter	EZR 8:35	12241.0
36028	יִשְׂרָאֵל	PN	Jéter	EZR 9:1	12243.0
36029	יִשְׂרָאֵל	PN	Jéter	EZR 9:4	12246.0
36030	יִשְׂרָאֵל	PN	Jéter	EZR 9:15	12257.0
36031	יִשְׂרָאֵל	PN	Jéter	EZR 10:1	12258.0
36032	יִשְׂרָאֵל	PN	Jéter	EZR 10:2	12259.0
36033	יִשְׂרָאֵל	PN	Jéter	EZR 10:5	12262.0
36034	יִשְׂרָאֵל	PN	Jéter	EZR 10:10	12267.0
36035	יִשְׂרָאֵל	PN	Jéter	EZR 10:25	12282.0
36036	יִשְׂרָאֵל	PN	Jéter	NEH 1:6	12307.0
36037	יִשְׂרָאֵל	PN	Jéter	NEH 1:6	12307.0
36038	יִשְׂרָאֵל	PN	Jéter	NEH 2:10	12322.0
36039	יִשְׂרָאֵל	PN	Jéter	NEH 7:7	12432.0
36040	יִשְׂרָאֵל	PN	Jéter	NEH 7:61	12486.0
36041	יִשְׂרָאֵל	PN	Jéter	NEH 7:71	12496.0
36042	יִשְׂרָאֵל	PN	Jéter	NEH 7:71	12496.0
36043	יִשְׂרָאֵל	PN	Jéter	NEH 8:1	12498.0
36044	יִשְׂרָאֵל	PN	Jéter	NEH 8:14	12511.0
36045	יִשְׂרָאֵל	PN	Jéter	NEH 8:17	12514.0
36046	יִשְׂרָאֵל	PN	Jéter	NEH 9:1	12516.0
36047	יִשְׂרָאֵל	PN	Jéter	NEH 9:2	12517.0
36048	יִשְׂרָאֵל	PN	Jéter	NEH 10:35	12587.0
36049	יִשְׂרָאֵל	PN	Jéter	NEH 10:40	12592.0
36050	יִשְׂרָאֵל	PN	Jéter	NEH 11:3	12595.0
36051	יִשְׂרָאֵל	PN	Jéter	NEH 11:20	12612.0
36052	יִשְׂרָאֵל	PN	Jéter	NEH 12:47	12675.0
36053	יִשְׂרָאֵל	PN	Jéter	NEH 13:2	12677.0
36054	יִשְׂרָאֵל	PN	Jéter	NEH 13:3	12678.0
36055	יִשְׂרָאֵל	PN	Jéter	NEH 13:18	12693.0
36056	יִשְׂרָאֵל	PN	Jéter	NEH 13:26	12701.0
36057	יִשְׂרָאֵל	PN	Jéter	NEH 13:26	12701.0
36058	יִשְׂרָאֵל	PN	Jéter	PSA 14:7	14099.0
36059	יִשְׂרָאֵל	PN	Jéter	PSA 14:7	14099.0
36060	יִשְׂרָאֵל	PN	Jéter	PSA 22:5	14225.0
36061	יִשְׂרָאֵל	PN	Jéter	PSA 22:25	14245.0
36062	יִשְׂרָאֵל	PN	Jéter	PSA 25:22	14290.0
36063	יִשְׂרָאֵל	PN	Jéter	PSA 41:14	14580.0
36064	יִשְׂרָאֵל	PN	Jéter	PSA 50:7	14707.0
36065	יִשְׂרָאֵל	PN	Jéter	PSA 53:7	14762.0
36066	יִשְׂרָאֵל	PN	Jéter	PSA 53:7	14762.0
36067	יִשְׂרָאֵל	PN	Jéter	PSA 59:7	14840.0
36068	יִשְׂרָאֵל	PN	Jéter	PSA 68:10	14962.0
36069	יִשְׂרָאֵל	PN	Jéter	PSA 68:28	14980.0
36070	יִשְׂרָאֵל	PN	Jéter	PSA 68:36	14988.0
36071	יִשְׂרָאֵל	PN	Jéter	PSA 68:36	14988.0
36072	יִשְׂרָאֵל	PN	Jéter	PSA 69:8	14996.0
36073	יִשְׂרָאֵל	PN	Jéter	PSA 71:22	15053.0
36074	יִשְׂרָאֵל	PN	Jéter	PSA 72:18	15073.0
36075	יִשְׂרָאֵל	PN	Jéter	PSA 73:1	15076.0
36076	יִשְׂרָאֵל	PN	Jéter	PSA 76:3	15140.0
36077	יִשְׂרָאֵל	PN	Jéter	PSA 78:5	15176.0
36078	יִשְׂרָאֵל	PN	Jéter	PSA 78:21	15192.0
36079	יִשְׂרָאֵל	PN	Jéter	PSA 78:31	15202.0
36080	יִשְׂרָאֵל	PN	Jéter	PSA 78:41	15212.0
36081	יִשְׂרָאֵל	PN	Jéter	PSA 78:55	15226.0
36082	יִשְׂרָאֵל	PN	Jéter	PSA 78:59	15230.0
36083	יִשְׂרָאֵל	PN	Jéter	PSA 78:71	15242.0
36084	יִשְׂרָאֵל	PN	Jéter	PSA 80:3	15259.0
36085	יִשְׂרָאֵל	PN	Jéter	PSA 81:6	15282.0
36086	יִשְׂרָאֵל	PN	Jéter	PSA 81:10	15286.0
36087	יִשְׂרָאֵל	PN	Jéter	PSA 81:13	15289.0
36088	יִשְׂרָאֵל	PN	Jéter	PSA 81:15	15291.0
36089	יִשְׂרָאֵל	PN	Jéter	PSA 83:6	15307.0
36090	יִשְׂרָאֵל	PN	Jéter	PSA 89:20	15410.0
36091	יִשְׂרָאֵל	PN	Jéter	PSA 98:3	15559.0
36092	יִשְׂרָאֵל	PN	Jéter	PSA 103:7	15623.0
36093	יִשְׂרָאֵל	PN	Jéter	PSA 105:10	15683.0
36094	יִשְׂרָאֵל	PN	Jéter	PSA 105:23	15696.0
36095	יִשְׂרָאֵל	PN	Jéter	PSA 106:48	15766.0
36096	יִשְׂרָאֵל	PN	Jéter	PSA 114:1	15891.0
36097	יִשְׂרָאֵל	PN	Jéter	PSA 114:2	15892.0
36098	יִשְׂרָאֵל	PN	Jéter	PSA 115:9	15907.0
36099	יִשְׂרָאֵל	PN	Jéter	PSA 115:12	15910.0
36100	יִשְׂרָאֵל	PN	Jéter	PSA 118:2	15939.0
36101	יִשְׂרָאֵל	PN	Jéter	PSA 121:4	16153.0
36102	יִשְׂרָאֵל	PN	Jéter	PSA 122:4	16161.0
36103	יִשְׂרָאֵל	PN	Jéter	PSA 124:1	16171.0
36104	יִשְׂרָאֵל	PN	Jéter	PSA 125:5	16183.0
36105	יִשְׂרָאֵל	PN	Jéter	PSA 128:6	16200.0
36106	יִשְׂרָאֵל	PN	Jéter	PSA 129:1	16201.0
36107	יִשְׂרָאֵל	PN	Jéter	PSA 130:7	16215.0
36108	יִשְׂרָאֵל	PN	Jéter	PSA 130:8	16216.0
36109	יִשְׂרָאֵל	PN	Jéter	PSA 131:3	16219.0
36110	יִשְׂרָאֵל	PN	Jéter	PSA 135:4	16247.0
36111	יִשְׂרָאֵל	PN	Jéter	PSA 135:12	16255.0
36112	יִשְׂרָאֵל	PN	Jéter	PSA 135:19	16262.0
36113	יִשְׂרָאֵל	PN	Jéter	PSA 136:11	16275.0
36114	יִשְׂרָאֵל	PN	Jéter	PSA 136:14	16278.0
36115	יִשְׂרָאֵל	PN	Jéter	PSA 136:22	16286.0
36116	יִשְׂרָאֵל	PN	Jéter	PSA 147:2	16423.0
36117	יִשְׂרָאֵל	PN	Jéter	PSA 147:19	16440.0
36118	יִשְׂרָאֵל	PN	Jéter	PSA 148:14	16455.0
36119	יִשְׂרָאֵל	PN	Jéter	PSA 149:2	16457.0
36120	יִשְׂרָאֵל	PN	Jéter	PRO 1:1	16471.0
36121	יִשְׂרָאֵל	PN	Jéter	ECC 1:12	17397.0
36122	יִשְׂרָאֵל	PN	Jéter	SNG 3:7	17648.0
36123	יִשְׂרָאֵל	PN	Jéter	ISA 1:3	17727.0
36124	יִשְׂרָאֵל	PN	Jéter	ISA 1:4	17728.0
36125	יִשְׂרָאֵל	PN	Jéter	ISA 1:24	17748.0
36126	יִשְׂרָאֵל	PN	Jéter	ISA 4:2	17805.0
36127	יִשְׂרָאֵל	PN	Jéter	ISA 5:7	17816.0
36128	יִשְׂרָאֵל	PN	Jéter	ISA 5:19	17828.0
36129	יִשְׂרָאֵל	PN	Jéter	ISA 5:24	17833.0
36130	יִשְׂרָאֵל	PN	Jéter	ISA 7:1	17853.0
36131	יִשְׂרָאֵל	PN	Jéter	ISA 8:14	17891.0
36132	יִשְׂרָאֵל	PN	Jéter	ISA 8:18	17895.0
36133	יִשְׂרָאֵל	PN	Jéter	ISA 9:6	17906.0
36134	יִשְׂרָאֵל	PN	Jéter	ISA 9:10	17910.0
36135	יִשְׂרָאֵל	PN	Jéter	ISA 9:12	17912.0
36136	יִשְׂרָאֵל	PN	Jéter	ISA 10:17	17937.0
36137	יִשְׂרָאֵל	PN	Jéter	ISA 10:20	17940.0
36138	יִשְׂרָאֵל	PN	Jéter	ISA 10:20	17940.0
36139	יִשְׂרָאֵל	PN	Jéter	ISA 10:22	17942.0
36140	יִשְׂרָאֵל	PN	Jéter	ISA 11:12	17966.0
36141	יִשְׂרָאֵל	PN	Jéter	ISA 11:16	17970.0
36142	יִשְׂרָאֵל	PN	Jéter	ISA 12:6	17976.0
36143	יִשְׂרָאֵל	PN	Jéter	ISA 14:1	17999.0
36144	יִשְׂרָאֵל	PN	Jéter	ISA 14:2	18000.0
36145	יִשְׂרָאֵל	PN	Jéter	ISA 17:3	18056.0
36146	יִשְׂרָאֵל	PN	Jéter	ISA 17:6	18059.0
36147	יִשְׂרָאֵל	PN	Jéter	ISA 17:7	18060.0
36148	יִשְׂרָאֵל	PN	Jéter	ISA 17:9	18062.0
36149	יִשְׂרָאֵל	PN	Jéter	ISA 19:24	18098.0
36150	יִשְׂרָאֵל	PN	Jéter	ISA 19:25	18099.0
36151	יִשְׂרָאֵל	PN	Jéter	ISA 21:10	18115.0
36152	יִשְׂרָאֵל	PN	Jéter	ISA 21:17	18122.0
36153	יִשְׂרָאֵל	PN	Jéter	ISA 24:15	18180.0
36154	יִשְׂרָאֵל	PN	Jéter	ISA 27:6	18227.0
36155	יִשְׂרָאֵל	PN	Jéter	ISA 27:12	18233.0
36156	יִשְׂרָאֵל	PN	Jéter	ISA 29:19	18282.0
36157	יִשְׂרָאֵל	PN	Jéter	ISA 29:23	18286.0
36158	יִשְׂרָאֵל	PN	Jéter	ISA 30:11	18298.0
36159	יִשְׂרָאֵל	PN	Jéter	ISA 30:12	18299.0
36160	יִשְׂרָאֵל	PN	Jéter	ISA 30:15	18302.0
36161	יִשְׂרָאֵל	PN	Jéter	ISA 30:29	18316.0
36162	יִשְׂרָאֵל	PN	Jéter	ISA 31:1	18321.0
36163	יִשְׂרָאֵל	PN	Jéter	ISA 31:6	18326.0
36164	יִשְׂרָאֵל	PN	Jéter	ISA 37:16	18438.0
36165	יִשְׂרָאֵל	PN	Jéter	ISA 37:21	18443.0
36166	יִשְׂרָאֵל	PN	Jéter	ISA 37:23	18445.0
36167	יִשְׂרָאֵל	PN	Jéter	ISA 40:27	18517.0
36168	יִשְׂרָאֵל	PN	Jéter	ISA 41:8	18529.0
36169	יִשְׂרָאֵל	PN	Jéter	ISA 41:14	18535.0
36170	יִשְׂרָאֵל	PN	Jéter	ISA 41:14	18535.0
36171	יִשְׂרָאֵל	PN	Jéter	ISA 41:16	18537.0
36172	יִשְׂרָאֵל	PN	Jéter	ISA 41:17	18538.0
36173	יִשְׂרָאֵל	PN	Jéter	ISA 41:20	18541.0
36174	יִשְׂרָאֵל	PN	Jéter	ISA 42:24	18574.0
36175	יִשְׂרָאֵל	PN	Jéter	ISA 43:1	18576.0
36176	יִשְׂרָאֵל	PN	Jéter	ISA 43:3	18578.0
36177	יִשְׂרָאֵל	PN	Jéter	ISA 43:14	18589.0
36178	יִשְׂרָאֵל	PN	Jéter	ISA 43:15	18590.0
36179	יִשְׂרָאֵל	PN	Jéter	ISA 43:22	18597.0
36180	יִשְׂרָאֵל	PN	Jéter	ISA 43:28	18603.0
36181	יִשְׂרָאֵל	PN	Jéter	ISA 44:1	18604.0
36182	יִשְׂרָאֵל	PN	Jéter	ISA 44:5	18608.0
36183	יִשְׂרָאֵל	PN	Jéter	ISA 44:6	18609.0
36184	יִשְׂרָאֵל	PN	Jéter	ISA 44:21	18624.0
36185	יִשְׂרָאֵל	PN	Jéter	ISA 44:21	18624.0
36186	יִשְׂרָאֵל	PN	Jéter	ISA 44:23	18626.0
36187	יִשְׂרָאֵל	PN	Jéter	ISA 45:3	18634.0
36188	יִשְׂרָאֵל	PN	Jéter	ISA 45:4	18635.0
36189	יִשְׂרָאֵל	PN	Jéter	ISA 45:11	18642.0
36190	יִשְׂרָאֵל	PN	Jéter	ISA 45:15	18646.0
36191	יִשְׂרָאֵל	PN	Jéter	ISA 45:17	18648.0
36192	יִשְׂרָאֵל	PN	Jéter	ISA 45:25	18656.0
36193	יִשְׂרָאֵל	PN	Jéter	ISA 46:3	18659.0
36194	יִשְׂרָאֵל	PN	Jéter	ISA 46:13	18669.0
36195	יִשְׂרָאֵל	PN	Jéter	ISA 47:4	18673.0
36196	יִשְׂרָאֵל	PN	Jéter	ISA 48:1	18685.0
36197	יִשְׂרָאֵל	PN	Jéter	ISA 48:1	18685.0
36198	יִשְׂרָאֵל	PN	Jéter	ISA 48:2	18686.0
36199	יִשְׂרָאֵל	PN	Jéter	ISA 48:12	18696.0
36200	יִשְׂרָאֵל	PN	Jéter	ISA 48:17	18701.0
36201	יִשְׂרָאֵל	PN	Jéter	ISA 49:3	18709.0
36202	יִשְׂרָאֵל	PN	Jéter	ISA 49:5	18711.0
36203	יִשְׂרָאֵל	PN	Jéter	ISA 49:6	18712.0
36204	יִשְׂרָאֵל	PN	Jéter	ISA 49:7	18713.0
36205	יִשְׂרָאֵל	PN	Jéter	ISA 49:7	18713.0
36206	יִשְׂרָאֵל	PN	Jéter	ISA 52:12	18778.0
36207	יִשְׂרָאֵל	PN	Jéter	ISA 54:5	18798.0
36208	יִשְׂרָאֵל	PN	Jéter	ISA 55:5	18815.0
36209	יִשְׂרָאֵל	PN	Jéter	ISA 56:8	18831.0
36210	יִשְׂרָאֵל	PN	Jéter	ISA 60:9	18900.0
36211	יִשְׂרָאֵל	PN	Jéter	ISA 60:14	18905.0
36212	יִשְׂרָאֵל	PN	Jéter	ISA 63:7	18943.0
36213	יִשְׂרָאֵל	PN	Jéter	ISA 63:16	18952.0
36214	יִשְׂרָאֵל	PN	Jéter	ISA 66:20	19011.0
36215	יִשְׂרָאֵל	PN	Jéter	JER 2:3	19037.0
36216	יִשְׂרָאֵל	PN	Jéter	JER 2:4	19038.0
36217	יִשְׂרָאֵל	PN	Jéter	JER 2:14	19048.0
36218	יִשְׂרָאֵל	PN	Jéter	JER 2:26	19060.0
36219	יִשְׂרָאֵל	PN	Jéter	JER 2:31	19065.0
36220	יִשְׂרָאֵל	PN	Jéter	JER 3:6	19077.0
36221	יִשְׂרָאֵל	PN	Jéter	JER 3:8	19079.0
36222	יִשְׂרָאֵל	PN	Jéter	JER 3:11	19082.0
36223	יִשְׂרָאֵל	PN	Jéter	JER 3:12	19083.0
36224	יִשְׂרָאֵל	PN	Jéter	JER 3:18	19089.0
36225	יִשְׂרָאֵל	PN	Jéter	JER 3:20	19091.0
36226	יִשְׂרָאֵל	PN	Jéter	JER 3:21	19092.0
36227	יִשְׂרָאֵל	PN	Jéter	JER 3:23	19094.0
36228	יִשְׂרָאֵל	PN	Jéter	JER 4:1	19097.0
36229	יִשְׂרָאֵל	PN	Jéter	JER 5:11	19138.0
36230	יִשְׂרָאֵל	PN	Jéter	JER 5:15	19142.0
36231	יִשְׂרָאֵל	PN	Jéter	JER 6:9	19167.0
36232	יִשְׂרָאֵל	PN	Jéter	JER 7:3	19191.0
36233	יִשְׂרָאֵל	PN	Jéter	JER 7:12	19200.0
36234	יִשְׂרָאֵל	PN	Jéter	JER 7:21	19209.0
36235	יִשְׂרָאֵל	PN	Jéter	JER 9:13	19258.0
36236	יִשְׂרָאֵל	PN	Jéter	JER 9:24	19269.0
36237	יִשְׂרָאֵל	PN	Jéter	JER 10:1	19271.0
36238	יִשְׂרָאֵל	PN	Jéter	JER 10:16	19286.0
36239	יִשְׂרָאֵל	PN	Jéter	JER 11:3	19298.0
36240	יִשְׂרָאֵל	PN	Jéter	JER 11:10	19305.0
36241	יִשְׂרָאֵל	PN	Jéter	JER 11:17	19312.0
36242	יִשְׂרָאֵל	PN	Jéter	JER 12:14	19332.0
36243	יִשְׂרָאֵל	PN	Jéter	JER 13:11	19346.0
36244	יִשְׂרָאֵל	PN	Jéter	JER 13:12	19347.0
36245	יִשְׂרָאֵל	PN	Jéter	JER 14:8	19370.0
36246	יִשְׂרָאֵל	PN	Jéter	JER 16:9	19414.0
36247	יִשְׂרָאֵל	PN	Jéter	JER 16:14	19419.0
36248	יִשְׂרָאֵל	PN	Jéter	JER 16:15	19420.0
36249	יִשְׂרָאֵל	PN	Jéter	JER 17:13	19439.0
36250	יִשְׂרָאֵל	PN	Jéter	JER 18:6	19459.0
36251	יִשְׂרָאֵל	PN	Jéter	JER 18:6	19459.0
36252	יִשְׂרָאֵל	PN	Jéter	JER 18:13	19466.0
36253	יִשְׂרָאֵל	PN	Jéter	JER 19:3	19479.0
36254	יִשְׂרָאֵל	PN	Jéter	JER 19:15	19491.0
36255	יִשְׂרָאֵל	PN	Jéter	JER 21:4	19513.0
36256	יִשְׂרָאֵל	PN	Jéter	JER 23:2	19555.0
36257	יִשְׂרָאֵל	PN	Jéter	JER 23:6	19559.0
36258	יִשְׂרָאֵל	PN	Jéter	JER 23:7	19560.0
36259	יִשְׂרָאֵל	PN	Jéter	JER 23:8	19561.0
36260	יִשְׂרָאֵל	PN	Jéter	JER 23:13	19566.0
36261	יִשְׂרָאֵל	PN	Jéter	JER 24:5	19598.0
36262	יִשְׂרָאֵל	PN	Jéter	JER 25:15	19618.0
36263	יִשְׂרָאֵל	PN	Jéter	JER 25:27	19630.0
36264	יִשְׂרָאֵל	PN	Jéter	JER 27:4	19669.0
36265	יִשְׂרָאֵל	PN	Jéter	JER 27:21	19686.0
36266	יִשְׂרָאֵל	PN	Jéter	JER 28:2	19689.0
36267	יִשְׂרָאֵל	PN	Jéter	JER 28:14	19701.0
36268	יִשְׂרָאֵל	PN	Jéter	JER 29:4	19708.0
36269	יִשְׂרָאֵל	PN	Jéter	JER 29:8	19712.0
36270	יִשְׂרָאֵל	PN	Jéter	JER 29:21	19725.0
36271	יִשְׂרָאֵל	PN	Jéter	JER 29:23	19727.0
36272	יִשְׂרָאֵל	PN	Jéter	JER 29:25	19729.0
36273	יִשְׂרָאֵל	PN	Jéter	JER 30:2	19738.0
36274	יִשְׂרָאֵל	PN	Jéter	JER 30:3	19739.0
36275	יִשְׂרָאֵל	PN	Jéter	JER 30:4	19740.0
36276	יִשְׂרָאֵל	PN	Jéter	JER 30:10	19746.0
36277	יִשְׂרָאֵל	PN	Jéter	JER 31:1	19761.0
36278	יִשְׂרָאֵל	PN	Jéter	JER 31:2	19762.0
36279	יִשְׂרָאֵל	PN	Jéter	JER 31:4	19764.0
36280	יִשְׂרָאֵל	PN	Jéter	JER 31:7	19767.0
36281	יִשְׂרָאֵל	PN	Jéter	JER 31:9	19769.0
36282	יִשְׂרָאֵל	PN	Jéter	JER 31:10	19770.0
36283	יִשְׂרָאֵל	PN	Jéter	JER 31:21	19781.0
36284	יִשְׂרָאֵל	PN	Jéter	JER 31:23	19783.0
36285	יִשְׂרָאֵל	PN	Jéter	JER 31:27	19787.0
36286	יִשְׂרָאֵל	PN	Jéter	JER 31:31	19791.0
36287	יִשְׂרָאֵל	PN	Jéter	JER 31:33	19793.0
36288	יִשְׂרָאֵל	PN	Jéter	JER 31:36	19796.0
36289	יִשְׂרָאֵל	PN	Jéter	JER 31:37	19797.0
36290	יִשְׂרָאֵל	PN	Jéter	JER 32:14	19814.0
36291	יִשְׂרָאֵל	PN	Jéter	JER 32:15	19815.0
36292	יִשְׂרָאֵל	PN	Jéter	JER 32:20	19820.0
36293	יִשְׂרָאֵל	PN	Jéter	JER 32:21	19821.0
36294	יִשְׂרָאֵל	PN	Jéter	JER 32:30	19830.0
36295	יִשְׂרָאֵל	PN	Jéter	JER 32:30	19830.0
36296	יִשְׂרָאֵל	PN	Jéter	JER 32:32	19832.0
36297	יִשְׂרָאֵל	PN	Jéter	JER 32:36	19836.0
36298	יִשְׂרָאֵל	PN	Jéter	JER 33:4	19848.0
36299	יִשְׂרָאֵל	PN	Jéter	JER 33:7	19851.0
36300	יִשְׂרָאֵל	PN	Jéter	JER 33:14	19858.0
36301	יִשְׂרָאֵל	PN	Jéter	JER 33:17	19861.0
36302	יִשְׂרָאֵל	PN	Jéter	JER 34:2	19872.0
36303	יִשְׂרָאֵל	PN	Jéter	JER 34:13	19883.0
36304	יִשְׂרָאֵל	PN	Jéter	JER 35:13	19905.0
36305	יִשְׂרָאֵל	PN	Jéter	JER 35:17	19909.0
36306	יִשְׂרָאֵל	PN	Jéter	JER 35:18	19910.0
36307	יִשְׂרָאֵל	PN	Jéter	JER 35:19	19911.0
36308	יִשְׂרָאֵל	PN	Jéter	JER 36:2	19913.0
36309	יִשְׂרָאֵל	PN	Jéter	JER 37:7	19950.0
36310	יִשְׂרָאֵל	PN	Jéter	JER 38:17	19981.0
36311	יִשְׂרָאֵל	PN	Jéter	JER 39:16	20008.0
36312	יִשְׂרָאֵל	PN	Jéter	JER 41:9	20035.0
36313	יִשְׂרָאֵל	PN	Jéter	JER 42:9	20053.0
36314	יִשְׂרָאֵל	PN	Jéter	JER 42:15	20059.0
36315	יִשְׂרָאֵל	PN	Jéter	JER 42:18	20062.0
36316	יִשְׂרָאֵל	PN	Jéter	JER 43:10	20076.0
36317	יִשְׂרָאֵל	PN	Jéter	JER 44:2	20081.0
36318	יִשְׂרָאֵל	PN	Jéter	JER 44:7	20086.0
36319	יִשְׂרָאֵל	PN	Jéter	JER 44:11	20090.0
36320	יִשְׂרָאֵל	PN	Jéter	JER 44:25	20104.0
36321	יִשְׂרָאֵל	PN	Jéter	JER 45:2	20111.0
36322	יִשְׂרָאֵל	PN	Jéter	JER 46:25	20139.0
36323	יִשְׂרָאֵל	PN	Jéter	JER 46:27	20141.0
36324	יִשְׂרָאֵל	PN	Jéter	JER 48:1	20150.0
36325	יִשְׂרָאֵל	PN	Jéter	JER 48:13	20162.0
36326	יִשְׂרָאֵל	PN	Jéter	JER 48:27	20176.0
36327	יִשְׂרָאֵל	PN	Jéter	JER 49:1	20197.0
36328	יִשְׂרָאֵל	PN	Jéter	JER 49:2	20198.0
36329	יִשְׂרָאֵל	PN	Jéter	JER 50:4	20239.0
36330	יִשְׂרָאֵל	PN	Jéter	JER 50:17	20252.0
36331	יִשְׂרָאֵל	PN	Jéter	JER 50:18	20253.0
36332	יִשְׂרָאֵל	PN	Jéter	JER 50:19	20254.0
36333	יִשְׂרָאֵל	PN	Jéter	JER 50:20	20255.0
36334	יִשְׂרָאֵל	PN	Jéter	JER 50:29	20264.0
36335	יִשְׂרָאֵל	PN	Jéter	JER 50:33	20268.0
36336	יִשְׂרָאֵל	PN	Jéter	JER 51:5	20286.0
36337	יִשְׂרָאֵל	PN	Jéter	JER 51:5	20286.0
36338	יִשְׂרָאֵל	PN	Jéter	JER 51:33	20314.0
36339	יִשְׂרָאֵל	PN	Jéter	JER 51:49	20330.0
36340	יִשְׂרָאֵל	PN	Jéter	LAM 2:1	20402.0
36341	יִשְׂרָאֵל	PN	Jéter	LAM 2:3	20404.0
36342	יִשְׂרָאֵל	PN	Jéter	LAM 2:5	20406.0
36343	יִשְׂרָאֵל	PN	Jéter	EZK 2:3	20564.0
36344	יִשְׂרָאֵל	PN	Jéter	EZK 3:1	20572.0
36345	יִשְׂרָאֵל	PN	Jéter	EZK 3:4	20575.0
36346	יִשְׂרָאֵל	PN	Jéter	EZK 3:5	20576.0
36347	יִשְׂרָאֵל	PN	Jéter	EZK 3:7	20578.0
36348	יִשְׂרָאֵל	PN	Jéter	EZK 3:7	20578.0
36349	יִשְׂרָאֵל	PN	Jéter	EZK 3:17	20588.0
36350	יִשְׂרָאֵל	PN	Jéter	EZK 4:3	20601.0
36351	יִשְׂרָאֵל	PN	Jéter	EZK 4:4	20602.0
36352	יִשְׂרָאֵל	PN	Jéter	EZK 4:5	20603.0
36353	יִשְׂרָאֵל	PN	Jéter	EZK 4:13	20611.0
36354	יִשְׂרָאֵל	PN	Jéter	EZK 5:4	20619.0
36355	יִשְׂרָאֵל	PN	Jéter	EZK 6:2	20634.0
36356	יִשְׂרָאֵל	PN	Jéter	EZK 6:3	20635.0
36357	יִשְׂרָאֵל	PN	Jéter	EZK 6:5	20637.0
36358	יִשְׂרָאֵל	PN	Jéter	EZK 6:11	20643.0
36359	יִשְׂרָאֵל	PN	Jéter	EZK 7:2	20648.0
36360	יִשְׂרָאֵל	PN	Jéter	EZK 8:4	20677.0
36361	יִשְׂרָאֵל	PN	Jéter	EZK 8:6	20679.0
36362	יִשְׂרָאֵל	PN	Jéter	EZK 8:10	20683.0
36363	יִשְׂרָאֵל	PN	Jéter	EZK 8:11	20684.0
36364	יִשְׂרָאֵל	PN	Jéter	EZK 8:12	20685.0
36365	יִשְׂרָאֵל	PN	Jéter	EZK 9:3	20694.0
36366	יִשְׂרָאֵל	PN	Jéter	EZK 9:8	20699.0
36367	יִשְׂרָאֵל	PN	Jéter	EZK 9:9	20700.0
36368	יִשְׂרָאֵל	PN	Jéter	EZK 10:19	20721.0
36369	יִשְׂרָאֵל	PN	Jéter	EZK 10:20	20722.0
36370	יִשְׂרָאֵל	PN	Jéter	EZK 11:5	20729.0
36371	יִשְׂרָאֵל	PN	Jéter	EZK 11:10	20734.0
